"id_user","count_we_usage","category","class","class2"
"29,398",1,top_5_10,top_5_10,outstanding
"29,407",2,top_10_15,top_10_15,outstanding
"29,409",3,top_5_10,top_5_10,outstanding
"29,411",2,top_5,top_5,outstanding
"29,417",6,top_5,top_5,outstanding
"29,419",1,top_5_10,top_5_10,outstanding
"29,424",3,top_5,top_5,outstanding
"29,439",10,top_5,top_5,outstanding
"29,442",10,top_5,top_5,outstanding
"29,445",2,top_30_35,ordinary,ordinary
"29,455",1,top_10_15,top_10_15,outstanding
"29,458",1,top_5_10,top_5_10,outstanding
"29,459",1,top_5,top_5,outstanding
"29,468",2,top_5,top_5,outstanding
"29,470",12,top_5,top_5,outstanding
"29,473",3,top_10_15,top_10_15,outstanding
"29,476",2,top_30_35,ordinary,ordinary
"29,483",2,top_5_10,top_5_10,outstanding
"29,484",4,top_30_35,ordinary,ordinary
"29,489",15,top_5,top_5,outstanding
"29,492",1,top_40_45,ordinary,ordinary
"29,493",2,top_10_15,top_10_15,outstanding
"29,495",2,top_30_35,ordinary,ordinary
"29,496",2,top_5_10,top_5_10,outstanding
"29,500",1,top_5_10,top_5_10,outstanding
"29,506",1,top_50_100,ordinary,ordinary
"29,510",4,top_5,top_5,outstanding
"29,523",1,top_50_100,ordinary,ordinary
"29,530",1,top_15_20,ordinary,ordinary
"29,537",1,top_35_40,ordinary,ordinary
"29,547",1,top_15_20,ordinary,ordinary
"29,553",114,top_5,top_5,outstanding
"29,560",1,top_20_25,ordinary,ordinary
"29,561",1,top_5,top_5,outstanding
"29,582",8,top_5,top_5,outstanding
"29,587",3,top_5,top_5,outstanding
"29,594",6,top_30_35,ordinary,ordinary
"29,597",2,top_5_10,top_5_10,outstanding
"29,599",1,top_15_20,ordinary,ordinary
"29,610",7,top_5,top_5,outstanding
"29,611",1,top_30_35,ordinary,ordinary
"29,626",1,top_40_45,ordinary,ordinary
"29,631",5,top_5,top_5,outstanding
"29,638",3,top_5,top_5,outstanding
"29,640",1,top_5_10,top_5_10,outstanding
"29,644",1,top_10_15,top_10_15,outstanding
"29,649",1,top_5_10,top_5_10,outstanding
"29,689",6,top_40_45,ordinary,ordinary
"29,690",1,top_50_100,ordinary,ordinary
"29,692",7,top_5,top_5,outstanding
"29,701",4,top_10_15,top_10_15,outstanding
"29,712",4,top_5,top_5,outstanding
"29,716",2,top_5_10,top_5_10,outstanding
"29,722",1,top_5_10,top_5_10,outstanding
"29,724",1,top_30_35,ordinary,ordinary
"29,725",1,top_5,top_5,outstanding
"29,729",1,top_5_10,top_5_10,outstanding
"29,740",2,top_5,top_5,outstanding
"29,760",5,top_5,top_5,outstanding
"29,763",2,top_10_15,top_10_15,outstanding
"29,782",1,top_45_50,ordinary,ordinary
"29,783",1,top_20_25,ordinary,ordinary
"29,798",1,top_45_50,ordinary,ordinary
"29,810",91,top_5,top_5,outstanding
"29,822",1,top_5_10,top_5_10,outstanding
"29,824",6,top_5,top_5,outstanding
"29,829",2,top_20_25,ordinary,ordinary
"29,845",8,top_10_15,top_10_15,outstanding
"29,847",1,top_5_10,top_5_10,outstanding
"29,850",1,top_5_10,top_5_10,outstanding
"29,851",1,top_25_30,ordinary,ordinary
"29,852",3,top_50_100,ordinary,ordinary
"29,856",7,top_5_10,top_5_10,outstanding
"29,864",1,top_5_10,top_5_10,outstanding
"29,866",1,top_20_25,ordinary,ordinary
"29,867",1,top_5_10,top_5_10,outstanding
"29,868",9,top_5_10,top_5_10,outstanding
"29,876",2,top_5_10,top_5_10,outstanding
"29,878",1,top_5,top_5,outstanding
"29,886",1,top_10_15,top_10_15,outstanding
"29,902",1,top_5_10,top_5_10,outstanding
"29,904",1,top_5_10,top_5_10,outstanding
"29,908",6,top_50_100,ordinary,ordinary
"29,918",7,top_5_10,top_5_10,outstanding
"29,919",1,top_45_50,ordinary,ordinary
"29,921",73,top_5,top_5,outstanding
"29,929",1,top_25_30,ordinary,ordinary
"29,938",3,top_45_50,ordinary,ordinary
"29,947",17,top_30_35,ordinary,ordinary
"29,948",3,top_30_35,ordinary,ordinary
"29,956",11,top_5,top_5,outstanding
"29,958",9,top_5_10,top_5_10,outstanding
"29,974",1,top_15_20,ordinary,ordinary
"29,975",17,top_5,top_5,outstanding
"29,976",12,top_5,top_5,outstanding
"29,977",1,top_5_10,top_5_10,outstanding
"29,989",2,top_15_20,ordinary,ordinary
"29,991",3,top_5,top_5,outstanding
"29,995",79,top_5,top_5,outstanding
"30,005",1,top_15_20,ordinary,ordinary
"30,011",1,top_40_45,ordinary,ordinary
"30,019",1,top_50_100,ordinary,ordinary
"30,021",35,top_5,top_5,outstanding
"30,022",1,top_5,top_5,outstanding
"30,027",3,top_50_100,ordinary,ordinary
"30,028",1,top_45_50,ordinary,ordinary
"30,030",1,top_50_100,ordinary,ordinary
"30,035",4,top_10_15,top_10_15,outstanding
"30,040",10,top_5,top_5,outstanding
"30,044",6,top_5_10,top_5_10,outstanding
"30,045",1,top_50_100,ordinary,ordinary
"30,058",2,top_40_45,ordinary,ordinary
"30,060",57,top_5,top_5,outstanding
"30,062",2,top_10_15,top_10_15,outstanding
"30,063",8,top_5,top_5,outstanding
"30,075",1,top_15_20,ordinary,ordinary
"30,077",1,top_50_100,ordinary,ordinary
"30,079",1,top_15_20,ordinary,ordinary
"30,088",1,top_30_35,ordinary,ordinary
"30,091",1,top_20_25,ordinary,ordinary
"30,092",9,top_5,top_5,outstanding
"30,113",3,top_5_10,top_5_10,outstanding
"30,116",364,top_5,top_5,outstanding
"30,119",1,top_5_10,top_5_10,outstanding
"30,122",3,top_50_100,ordinary,ordinary
"30,125",2,top_35_40,ordinary,ordinary
"30,138",1,top_10_15,top_10_15,outstanding
"30,139",2,top_40_45,ordinary,ordinary
"30,141",1,top_5_10,top_5_10,outstanding
"30,146",9,top_5,top_5,outstanding
"30,148",6,top_10_15,top_10_15,outstanding
"30,159",1,top_30_35,ordinary,ordinary
"30,160",12,top_5,top_5,outstanding
"30,164",1,top_50_100,ordinary,ordinary
"30,165",7,top_20_25,ordinary,ordinary
"30,169",1,top_25_30,ordinary,ordinary
"30,174",1,top_40_45,ordinary,ordinary
"30,178",1,top_15_20,ordinary,ordinary
"30,181",160,top_5,top_5,outstanding
"30,193",28,top_5,top_5,outstanding
"30,194",4,top_20_25,ordinary,ordinary
"30,206",1,top_5_10,top_5_10,outstanding
"30,211",3,top_50_100,ordinary,ordinary
"30,219",2,top_15_20,ordinary,ordinary
"30,231",3,top_35_40,ordinary,ordinary
"30,234",1,top_50_100,ordinary,ordinary
"30,240",1,top_30_35,ordinary,ordinary
"30,241",2,top_40_45,ordinary,ordinary
"30,255",27,top_5_10,top_5_10,outstanding
"30,261",4,top_5_10,top_5_10,outstanding
"30,263",2,top_15_20,ordinary,ordinary
"30,268",6,top_5_10,top_5_10,outstanding
"30,269",8,top_5,top_5,outstanding
"30,271",2,top_5_10,top_5_10,outstanding
"30,280",1,top_30_35,ordinary,ordinary
"30,284",4,top_5,top_5,outstanding
"30,289",6,top_10_15,top_10_15,outstanding
"30,302",2,top_5,top_5,outstanding
"30,304",4,top_15_20,ordinary,ordinary
"30,314",1,top_10_15,top_10_15,outstanding
"30,315",9,top_30_35,ordinary,ordinary
"30,322",2,top_10_15,top_10_15,outstanding
"30,323",2,top_5_10,top_5_10,outstanding
"30,334",2,top_5_10,top_5_10,outstanding
"30,337",3,top_5,top_5,outstanding
"30,341",1,top_10_15,top_10_15,outstanding
"30,342",2,top_20_25,ordinary,ordinary
"30,352",1,top_5,top_5,outstanding
"30,356",3,top_10_15,top_10_15,outstanding
"30,357",32,top_5,top_5,outstanding
"30,359",1,top_50_100,ordinary,ordinary
"30,360",1,top_5_10,top_5_10,outstanding
"30,363",5,top_10_15,top_10_15,outstanding
"30,366",1,top_15_20,ordinary,ordinary
"30,377",3,top_50_100,ordinary,ordinary
"30,379",3,top_10_15,top_10_15,outstanding
"30,383",1,top_5_10,top_5_10,outstanding
"30,389",6,top_5_10,top_5_10,outstanding
"30,394",2,top_10_15,top_10_15,outstanding
"30,396",6,top_10_15,top_10_15,outstanding
"30,402",4,top_35_40,ordinary,ordinary
"30,411",3,top_5_10,top_5_10,outstanding
"30,414",1,top_15_20,ordinary,ordinary
"30,418",19,top_5_10,top_5_10,outstanding
"30,422",8,top_30_35,ordinary,ordinary
"30,427",1,top_25_30,ordinary,ordinary
"30,432",40,top_5,top_5,outstanding
"30,437",3,top_50_100,ordinary,ordinary
"30,438",3,top_5,top_5,outstanding
"30,439",3,top_5_10,top_5_10,outstanding
"30,440",75,top_5,top_5,outstanding
"30,441",38,top_5,top_5,outstanding
"30,445",1,top_15_20,ordinary,ordinary
"30,447",1,top_30_35,ordinary,ordinary
"30,449",2,top_5_10,top_5_10,outstanding
"30,452",4,top_5_10,top_5_10,outstanding
"30,466",6,top_5_10,top_5_10,outstanding
"30,485",2,top_5_10,top_5_10,outstanding
"30,487",1,top_45_50,ordinary,ordinary
"30,488",3,top_5_10,top_5_10,outstanding
"30,506",2,top_10_15,top_10_15,outstanding
"30,513",2,top_15_20,ordinary,ordinary
"30,522",9,top_5_10,top_5_10,outstanding
"30,527",8,top_10_15,top_10_15,outstanding
"30,529",1,top_15_20,ordinary,ordinary
"30,533",3,top_45_50,ordinary,ordinary
"30,536",3,top_15_20,ordinary,ordinary
"30,537",1,top_30_35,ordinary,ordinary
"30,550",2,top_30_35,ordinary,ordinary
"30,551",1,top_5_10,top_5_10,outstanding
"30,558",1,top_20_25,ordinary,ordinary
"30,578",3,top_45_50,ordinary,ordinary
"30,582",1,top_5,top_5,outstanding
"30,594",1,top_5,top_5,outstanding
"30,603",1,top_35_40,ordinary,ordinary
"30,606",1,top_15_20,ordinary,ordinary
"30,607",1,top_40_45,ordinary,ordinary
"30,608",127,top_5,top_5,outstanding
"30,614",1,top_5,top_5,outstanding
"30,615",96,top_5,top_5,outstanding
"30,616",11,top_5,top_5,outstanding
"30,617",1,top_50_100,ordinary,ordinary
"30,618",1,top_5,top_5,outstanding
"30,626",9,top_5_10,top_5_10,outstanding
"30,628",20,top_5,top_5,outstanding
"30,629",1,top_5,top_5,outstanding
"30,635",5,top_5,top_5,outstanding
"30,636",3,top_5,top_5,outstanding
"30,638",10,top_5,top_5,outstanding
"30,649",1,top_10_15,top_10_15,outstanding
"30,650",5,top_5_10,top_5_10,outstanding
"30,658",11,top_5,top_5,outstanding
"30,659",6,top_35_40,ordinary,ordinary
"30,662",1,top_50_100,ordinary,ordinary
"30,666",1,top_15_20,ordinary,ordinary
"30,673",1,top_10_15,top_10_15,outstanding
"30,674",1,top_50_100,ordinary,ordinary
"30,676",1,top_15_20,ordinary,ordinary
"30,682",4,top_30_35,ordinary,ordinary
"30,685",1,top_10_15,top_10_15,outstanding
"30,687",24,top_5,top_5,outstanding
"30,696",1,top_15_20,ordinary,ordinary
"30,700",8,top_20_25,ordinary,ordinary
"30,701",3,top_5,top_5,outstanding
"30,706",4,top_5,top_5,outstanding
"30,707",1,top_40_45,ordinary,ordinary
"30,713",3,top_45_50,ordinary,ordinary
"30,714",7,top_50_100,ordinary,ordinary
"30,719",3,top_45_50,ordinary,ordinary
"30,730",10,top_35_40,ordinary,ordinary
"30,731",1,top_35_40,ordinary,ordinary
"30,740",3,top_5,top_5,outstanding
"30,745",1,top_10_15,top_10_15,outstanding
"30,757",1,top_40_45,ordinary,ordinary
"30,772",2,top_15_20,ordinary,ordinary
"30,783",2,top_10_15,top_10_15,outstanding
"30,792",4,top_35_40,ordinary,ordinary
"30,797",2,top_20_25,ordinary,ordinary
"30,798",2,top_5,top_5,outstanding
"30,801",4,top_5,top_5,outstanding
"30,802",4,top_5_10,top_5_10,outstanding
"30,803",1,top_50_100,ordinary,ordinary
"30,804",66,top_5,top_5,outstanding
"30,811",1,top_5_10,top_5_10,outstanding
"30,818",3,top_15_20,ordinary,ordinary
"30,820",5,top_30_35,ordinary,ordinary
"30,823",1,top_30_35,ordinary,ordinary
"30,840",12,top_5_10,top_5_10,outstanding
"30,847",4,top_35_40,ordinary,ordinary
"30,850",21,top_5,top_5,outstanding
"30,851",2,top_10_15,top_10_15,outstanding
"30,855",1,top_10_15,top_10_15,outstanding
"30,858",1,top_15_20,ordinary,ordinary
"30,863",2,top_5,top_5,outstanding
"30,864",7,top_10_15,top_10_15,outstanding
"30,865",3,top_50_100,ordinary,ordinary
"30,881",2,top_50_100,ordinary,ordinary
"30,884",2,top_25_30,ordinary,ordinary
"30,890",1,top_15_20,ordinary,ordinary
"30,900",1,top_20_25,ordinary,ordinary
"30,905",1,top_5_10,top_5_10,outstanding
"30,917",158,top_5,top_5,outstanding
"30,924",21,top_10_15,top_10_15,outstanding
"30,934",3,top_40_45,ordinary,ordinary
"30,948",4,top_10_15,top_10_15,outstanding
"30,949",2,top_5_10,top_5_10,outstanding
"30,957",1,top_50_100,ordinary,ordinary
"30,960",1,top_15_20,ordinary,ordinary
"30,964",4,top_15_20,ordinary,ordinary
"30,969",8,top_5_10,top_5_10,outstanding
"30,976",1,top_10_15,top_10_15,outstanding
"30,982",1,top_5_10,top_5_10,outstanding
"30,984",1,top_20_25,ordinary,ordinary
"30,988",3,top_5,top_5,outstanding
"30,991",2,top_50_100,ordinary,ordinary
"30,995",3,top_10_15,top_10_15,outstanding
"31,000",2,top_50_100,ordinary,ordinary
"31,003",1,top_50_100,ordinary,ordinary
"31,004",1,top_5,top_5,outstanding
"31,007",1,top_5,top_5,outstanding
"31,009",1,top_50_100,ordinary,ordinary
"31,012",7,top_5_10,top_5_10,outstanding
"31,013",2,top_20_25,ordinary,ordinary
"31,020",16,top_5,top_5,outstanding
"31,024",5,top_5,top_5,outstanding
"31,026",3,top_45_50,ordinary,ordinary
"31,030",1,top_50_100,ordinary,ordinary
"31,046",7,top_5,top_5,outstanding
"31,047",2,top_5_10,top_5_10,outstanding
"31,050",1,top_50_100,ordinary,ordinary
"31,052",2,top_40_45,ordinary,ordinary
"31,058",3,top_30_35,ordinary,ordinary
"31,079",5,top_40_45,ordinary,ordinary
"31,088",1,top_5_10,top_5_10,outstanding
"31,090",1,top_50_100,ordinary,ordinary
"31,105",14,top_5,top_5,outstanding
"31,108",2,top_15_20,ordinary,ordinary
"31,109",1,top_15_20,ordinary,ordinary
"31,116",3,top_15_20,ordinary,ordinary
"31,117",4,top_5_10,top_5_10,outstanding
"31,121",11,top_5,top_5,outstanding
"31,127",1,top_15_20,ordinary,ordinary
"31,130",214,top_5,top_5,outstanding
"31,131",1,top_50_100,ordinary,ordinary
"31,137",3,top_30_35,ordinary,ordinary
"31,138",1,top_50_100,ordinary,ordinary
"31,141",6,top_5,top_5,outstanding
"31,155",2,top_10_15,top_10_15,outstanding
"31,156",2,top_20_25,ordinary,ordinary
"31,161",16,top_5,top_5,outstanding
"31,164",1,top_20_25,ordinary,ordinary
"31,165",4,top_15_20,ordinary,ordinary
"31,178",34,top_5,top_5,outstanding
"31,179",8,top_5,top_5,outstanding
"31,188",3,top_15_20,ordinary,ordinary
"31,197",5,top_5,top_5,outstanding
"31,207",5,top_5_10,top_5_10,outstanding
"31,211",1,top_45_50,ordinary,ordinary
"31,213",217,top_5,top_5,outstanding
"31,217",1,top_10_15,top_10_15,outstanding
"31,221",4,top_5_10,top_5_10,outstanding
"31,226",1,top_10_15,top_10_15,outstanding
"31,228",1,top_15_20,ordinary,ordinary
"31,230",25,top_5,top_5,outstanding
"31,233",1,top_25_30,ordinary,ordinary
"31,236",3,top_50_100,ordinary,ordinary
"31,238",16,top_5,top_5,outstanding
"31,250",2,top_35_40,ordinary,ordinary
"31,255",1,top_35_40,ordinary,ordinary
"31,266",2,top_45_50,ordinary,ordinary
"31,272",12,top_5,top_5,outstanding
"31,273",6,top_5,top_5,outstanding
"31,275",1,top_20_25,ordinary,ordinary
"31,277",2,top_50_100,ordinary,ordinary
"31,282",1,top_15_20,ordinary,ordinary
"31,283",6,top_35_40,ordinary,ordinary
"31,285",6,top_5,top_5,outstanding
"31,290",2,top_50_100,ordinary,ordinary
"31,294",3,top_10_15,top_10_15,outstanding
"31,298",2,top_50_100,ordinary,ordinary
"31,309",1,top_5_10,top_5_10,outstanding
"31,311",8,top_5,top_5,outstanding
"31,317",68,top_5,top_5,outstanding
"31,335",2,top_50_100,ordinary,ordinary
"31,337",1,top_50_100,ordinary,ordinary
"31,342",8,top_10_15,top_10_15,outstanding
"31,350",2,top_10_15,top_10_15,outstanding
"31,352",6,top_20_25,ordinary,ordinary
"31,360",3,top_50_100,ordinary,ordinary
"31,362",11,top_5_10,top_5_10,outstanding
"31,366",1,top_50_100,ordinary,ordinary
"31,371",2,top_50_100,ordinary,ordinary
"31,376",5,top_35_40,ordinary,ordinary
"31,383",1,top_30_35,ordinary,ordinary
"31,384",2,top_35_40,ordinary,ordinary
"31,385",1,top_10_15,top_10_15,outstanding
"31,392",1,top_40_45,ordinary,ordinary
"31,413",1,top_5_10,top_5_10,outstanding
"31,417",14,top_5,top_5,outstanding
"31,421",3,top_30_35,ordinary,ordinary
"31,437",2,top_50_100,ordinary,ordinary
"31,444",1,top_50_100,ordinary,ordinary
"31,449",2,top_50_100,ordinary,ordinary
"31,451",3,top_10_15,top_10_15,outstanding
"31,456",3,top_10_15,top_10_15,outstanding
"31,457",18,top_5,top_5,outstanding
"31,469",1,top_5,top_5,outstanding
"31,471",3,top_10_15,top_10_15,outstanding
"31,483",1,top_20_25,ordinary,ordinary
"31,489",4,top_50_100,ordinary,ordinary
"31,492",2,top_15_20,ordinary,ordinary
"31,498",4,top_50_100,ordinary,ordinary
"31,503",2,top_15_20,ordinary,ordinary
"31,506",2,top_25_30,ordinary,ordinary
"31,507",11,top_15_20,ordinary,ordinary
"31,511",2,top_20_25,ordinary,ordinary
"31,521",74,top_5,top_5,outstanding
"31,524",3,top_25_30,ordinary,ordinary
"31,528","1,675",top_5,top_5,outstanding
"31,542",1,top_15_20,ordinary,ordinary
"31,544",2,top_10_15,top_10_15,outstanding
"31,557",15,top_5_10,top_5_10,outstanding
"31,571",35,top_5,top_5,outstanding
"31,578",1,top_50_100,ordinary,ordinary
"31,592",109,top_5,top_5,outstanding
"31,597",3,top_40_45,ordinary,ordinary
"31,606",4,top_50_100,ordinary,ordinary
"31,610",2,top_20_25,ordinary,ordinary
"31,612",61,top_5,top_5,outstanding
"31,613",1,top_20_25,ordinary,ordinary
"31,614",7,top_10_15,top_10_15,outstanding
"31,620",1,top_30_35,ordinary,ordinary
"31,628",1,top_50_100,ordinary,ordinary
"31,676",1,top_5_10,top_5_10,outstanding
"31,682",3,top_5_10,top_5_10,outstanding
"31,683",2,top_50_100,ordinary,ordinary
"31,684",1,top_45_50,ordinary,ordinary
"31,685",1,top_5_10,top_5_10,outstanding
"31,686",1,top_10_15,top_10_15,outstanding
"31,692",1,top_10_15,top_10_15,outstanding
"31,700",2,top_20_25,ordinary,ordinary
"31,704",3,top_5_10,top_5_10,outstanding
"31,712",1,top_10_15,top_10_15,outstanding
"31,713",1,top_50_100,ordinary,ordinary
"31,721",2,top_40_45,ordinary,ordinary
"31,727",10,top_30_35,ordinary,ordinary
"31,731",1,top_30_35,ordinary,ordinary
"31,746",25,top_5,top_5,outstanding
"31,759",3,top_10_15,top_10_15,outstanding
"31,770",3,top_50_100,ordinary,ordinary
"31,786",1,top_50_100,ordinary,ordinary
"31,790",3,top_10_15,top_10_15,outstanding
"31,795",29,top_5,top_5,outstanding
"31,796",18,top_5_10,top_5_10,outstanding
"31,797",4,top_5,top_5,outstanding
"31,798",6,top_10_15,top_10_15,outstanding
"31,801",5,top_5,top_5,outstanding
"31,803",5,top_5_10,top_5_10,outstanding
"31,810",29,top_5_10,top_5_10,outstanding
"31,832",14,top_10_15,top_10_15,outstanding
"31,836",27,top_5,top_5,outstanding
"31,847",32,top_5,top_5,outstanding
"31,849",3,top_50_100,ordinary,ordinary
"31,852",1,top_10_15,top_10_15,outstanding
"31,854",5,top_5,top_5,outstanding
"31,864",1,top_20_25,ordinary,ordinary
"31,867",1,top_35_40,ordinary,ordinary
"31,873",5,top_5_10,top_5_10,outstanding
"31,874",3,top_20_25,ordinary,ordinary
"31,882",1,top_10_15,top_10_15,outstanding
"31,886",2,top_50_100,ordinary,ordinary
"31,896",9,top_15_20,ordinary,ordinary
"31,900",18,top_10_15,top_10_15,outstanding
"31,901",6,top_5_10,top_5_10,outstanding
"31,903",7,top_40_45,ordinary,ordinary
"31,906",5,top_50_100,ordinary,ordinary
"31,911",11,top_5,top_5,outstanding
"31,915",1,top_20_25,ordinary,ordinary
"31,918",2,top_40_45,ordinary,ordinary
"31,925",4,top_5_10,top_5_10,outstanding
"31,928",13,top_5,top_5,outstanding
"31,939",3,top_35_40,ordinary,ordinary
"31,942",1,top_35_40,ordinary,ordinary
"31,948",15,top_5_10,top_5_10,outstanding
"31,949",2,top_50_100,ordinary,ordinary
"31,962",2,top_50_100,ordinary,ordinary
"31,963",1,top_30_35,ordinary,ordinary
"31,969",1,top_50_100,ordinary,ordinary
"31,970",7,top_30_35,ordinary,ordinary
"31,975",2,top_20_25,ordinary,ordinary
"31,977",9,top_5_10,top_5_10,outstanding
"31,995",2,top_5_10,top_5_10,outstanding
"31,996",8,top_5_10,top_5_10,outstanding
"31,999",2,top_10_15,top_10_15,outstanding
"32,005",1,top_15_20,ordinary,ordinary
"32,008",7,top_5,top_5,outstanding
"32,010",2,top_5_10,top_5_10,outstanding
"32,020",1,top_20_25,ordinary,ordinary
"32,033",1,top_15_20,ordinary,ordinary
"32,037",5,top_5_10,top_5_10,outstanding
"32,041",7,top_30_35,ordinary,ordinary
"32,052",10,top_5,top_5,outstanding
"32,060",6,top_5,top_5,outstanding
"32,065",1,top_15_20,ordinary,ordinary
"32,073",50,top_5,top_5,outstanding
"32,078",1,top_10_15,top_10_15,outstanding
"32,082","1,031",top_5,top_5,outstanding
"32,088",2,top_30_35,ordinary,ordinary
"32,099",1,top_50_100,ordinary,ordinary
"32,101",1,top_5,top_5,outstanding
"32,112",8,top_5,top_5,outstanding
"32,125",5,top_50_100,ordinary,ordinary
"32,132",1,top_25_30,ordinary,ordinary
"32,133",4,top_5_10,top_5_10,outstanding
"32,142",11,top_5,top_5,outstanding
"32,143",209,top_5,top_5,outstanding
