"id_user","count_i_usage","category","class","class2"
"10,843",1,top_50_100,ordinary,ordinary
"10,844",10,top_15_20,ordinary,ordinary
"10,846",1,top_20_25,ordinary,ordinary
"10,847",3,top_50_100,ordinary,ordinary
"10,850",3,top_50_100,ordinary,ordinary
"10,851",1,top_10_15,top_10_15,outstanding
"10,853",18,top_5_10,top_5_10,outstanding
"10,857",56,top_5,top_5,outstanding
"10,866",9,top_50_100,ordinary,ordinary
"10,871",3,top_30_35,ordinary,ordinary
"10,873",1,top_10_15,top_10_15,outstanding
"10,876",3,top_30_35,ordinary,ordinary
"10,877",56,top_15_20,ordinary,ordinary
"10,878",1,top_20_25,ordinary,ordinary
"10,880",15,top_10_15,top_10_15,outstanding
"10,882",3,top_50_100,ordinary,ordinary
"10,883",6,top_10_15,top_10_15,outstanding
"10,884",7,top_50_100,ordinary,ordinary
"10,886",2,top_50_100,ordinary,ordinary
"10,888",23,top_5,top_5,outstanding
"10,889",6,top_50_100,ordinary,ordinary
"10,892",68,top_50_100,ordinary,ordinary
"10,898",5,top_50_100,ordinary,ordinary
"10,900",4,top_50_100,ordinary,ordinary
"10,902",8,top_50_100,ordinary,ordinary
"10,904",263,top_5,top_5,outstanding
"10,905",1,top_35_40,ordinary,ordinary
"10,913",3,top_50_100,ordinary,ordinary
"10,915",3,top_50_100,ordinary,ordinary
"10,921",2,top_50_100,ordinary,ordinary
"10,922",1,top_30_35,ordinary,ordinary
"10,923",11,top_50_100,ordinary,ordinary
"10,925",17,top_15_20,ordinary,ordinary
"10,927",7,top_15_20,ordinary,ordinary
"10,928",2,top_30_35,ordinary,ordinary
"10,929",2,top_45_50,ordinary,ordinary
"10,931",4,top_10_15,top_10_15,outstanding
"10,934",7,top_25_30,ordinary,ordinary
"10,936",2,top_30_35,ordinary,ordinary
"10,937",1,top_50_100,ordinary,ordinary
"10,947",2,top_30_35,ordinary,ordinary
"10,950",42,top_50_100,ordinary,ordinary
"10,952",5,top_50_100,ordinary,ordinary
"10,953",6,top_50_100,ordinary,ordinary
"10,955",3,top_50_100,ordinary,ordinary
"10,957",237,top_5,top_5,outstanding
"10,958",10,top_25_30,ordinary,ordinary
"10,961",2,top_10_15,top_10_15,outstanding
"10,962",1,top_20_25,ordinary,ordinary
"10,963",2,top_35_40,ordinary,ordinary
"10,964",9,top_5_10,top_5_10,outstanding
"10,965",31,top_5,top_5,outstanding
