"id_user","count_you_usage","category","class","class2"
"32,688",1,top_50_100,ordinary,ordinary
"32,691",1,top_30_35,ordinary,ordinary
"32,692",1,top_50_100,ordinary,ordinary
"32,693",15,top_15_20,ordinary,ordinary
"32,694",39,top_15_20,ordinary,ordinary
"32,698",2,top_50_100,ordinary,ordinary
"32,701",1,top_50_100,ordinary,ordinary
"32,705",1,top_40_45,ordinary,ordinary
"32,707",23,top_5_10,top_5_10,outstanding
"32,711",1,top_50_100,ordinary,ordinary
"32,714",3,top_5_10,top_5_10,outstanding
"32,716",4,top_50_100,ordinary,ordinary
"32,722",1,top_50_100,ordinary,ordinary
"32,724",15,top_5,top_5,outstanding
"32,725",1,top_50_100,ordinary,ordinary
"32,726",1,top_20_25,ordinary,ordinary
"32,733",1,top_15_20,ordinary,ordinary
"32,745",9,top_35_40,ordinary,ordinary
"32,747",1,top_10_15,top_10_15,outstanding
"32,750",6,top_5_10,top_5_10,outstanding
"32,751",1,top_50_100,ordinary,ordinary
"32,755",4,top_10_15,top_10_15,outstanding
"32,757",1,top_50_100,ordinary,ordinary
"32,759",8,top_5,top_5,outstanding
"32,770",1,top_5_10,top_5_10,outstanding
"32,771",2,top_35_40,ordinary,ordinary
"32,772",4,top_40_45,ordinary,ordinary
"32,773",22,top_15_20,ordinary,ordinary
"32,774",5,top_35_40,ordinary,ordinary
"32,776",3,top_50_100,ordinary,ordinary
"32,778",2,top_50_100,ordinary,ordinary
"32,779",3,top_20_25,ordinary,ordinary
"32,780",1,top_40_45,ordinary,ordinary
"32,782",2,top_5_10,top_5_10,outstanding
"32,786",1,top_45_50,ordinary,ordinary
"32,791",12,top_50_100,ordinary,ordinary
"32,794",5,top_20_25,ordinary,ordinary
"32,796",7,top_5_10,top_5_10,outstanding
"32,805",10,top_10_15,top_10_15,outstanding
"32,811",3,top_50_100,ordinary,ordinary
"32,813",1,top_50_100,ordinary,ordinary
"32,816",6,top_15_20,ordinary,ordinary
"32,817",7,top_15_20,ordinary,ordinary
"32,824",1,top_20_25,ordinary,ordinary
"32,825",1,top_50_100,ordinary,ordinary
"32,829",8,top_40_45,ordinary,ordinary
"32,837",28,top_20_25,ordinary,ordinary
"32,840",1,top_15_20,ordinary,ordinary
"32,842",96,top_5,top_5,outstanding
"32,846",3,top_15_20,ordinary,ordinary
"32,849",1,top_35_40,ordinary,ordinary
"32,852",18,top_5_10,top_5_10,outstanding
"32,853",2,top_50_100,ordinary,ordinary
"32,855",2,top_30_35,ordinary,ordinary
"32,858",1,top_10_15,top_10_15,outstanding
"32,869",23,top_5,top_5,outstanding
"32,873",1,top_50_100,ordinary,ordinary
"32,875",2,top_50_100,ordinary,ordinary
"32,876",100,top_5,top_5,outstanding
"32,879",1,top_50_100,ordinary,ordinary
"32,883",175,top_5,top_5,outstanding
"32,884",5,top_30_35,ordinary,ordinary
"32,894",10,top_5_10,top_5_10,outstanding
"32,902",34,top_5,top_5,outstanding
"32,903",6,top_30_35,ordinary,ordinary
"32,910",1,top_50_100,ordinary,ordinary
"32,919",2,top_40_45,ordinary,ordinary
"32,924",5,top_50_100,ordinary,ordinary
"32,926",21,top_25_30,ordinary,ordinary
"32,928",3,top_5_10,top_5_10,outstanding
"32,930",58,top_5,top_5,outstanding
"32,931",51,top_5_10,top_5_10,outstanding
"32,932",4,top_5_10,top_5_10,outstanding
"32,933",1,top_5_10,top_5_10,outstanding
"32,937",1,top_20_25,ordinary,ordinary
"32,942",22,top_5,top_5,outstanding
"32,943",6,top_5_10,top_5_10,outstanding
"32,945",4,top_50_100,ordinary,ordinary
"32,946",2,top_45_50,ordinary,ordinary
"32,949",7,top_5_10,top_5_10,outstanding
"32,951",6,top_5_10,top_5_10,outstanding
"32,952",1,top_50_100,ordinary,ordinary
"32,953",2,top_25_30,ordinary,ordinary
"32,962",10,top_5_10,top_5_10,outstanding
"32,965",1,top_50_100,ordinary,ordinary
"32,974",2,top_15_20,ordinary,ordinary
"32,976",1,top_50_100,ordinary,ordinary
"32,977",4,top_15_20,ordinary,ordinary
"32,980",6,top_5_10,top_5_10,outstanding
"32,986",1,top_50_100,ordinary,ordinary
"32,991",15,top_15_20,ordinary,ordinary
"32,992",1,top_45_50,ordinary,ordinary
"32,996",3,top_30_35,ordinary,ordinary
"32,997",1,top_50_100,ordinary,ordinary
"33,001",6,top_5,top_5,outstanding
"33,004",1,top_15_20,ordinary,ordinary
"33,019",1,top_50_100,ordinary,ordinary
"33,021",1,top_35_40,ordinary,ordinary
"33,028",8,top_5,top_5,outstanding
"33,029",1,top_5_10,top_5_10,outstanding
"33,030",2,top_25_30,ordinary,ordinary
"33,035",3,top_15_20,ordinary,ordinary
"33,038",4,top_30_35,ordinary,ordinary
"33,040",4,top_5_10,top_5_10,outstanding
"33,042",10,top_5_10,top_5_10,outstanding
"33,046",1,top_20_25,ordinary,ordinary
"33,047",6,top_50_100,ordinary,ordinary
"33,050",2,top_50_100,ordinary,ordinary
"33,055",1,top_40_45,ordinary,ordinary
"33,059",4,top_5,top_5,outstanding
"33,066",14,top_5_10,top_5_10,outstanding
"33,067",167,top_5,top_5,outstanding
"33,077",6,top_10_15,top_10_15,outstanding
"33,078",1,top_25_30,ordinary,ordinary
"33,082",3,top_20_25,ordinary,ordinary
"33,084",1,top_20_25,ordinary,ordinary
"33,089",1,top_5_10,top_5_10,outstanding
"33,091",337,top_5,top_5,outstanding
"33,092",54,top_5,top_5,outstanding
"33,096",1,top_50_100,ordinary,ordinary
"33,101",1,top_35_40,ordinary,ordinary
"33,104",72,top_5,top_5,outstanding
"33,107",3,top_5_10,top_5_10,outstanding
"33,110",1,top_50_100,ordinary,ordinary
"33,111",15,top_5_10,top_5_10,outstanding
"33,113",8,top_5,top_5,outstanding
"33,115",22,top_5,top_5,outstanding
"33,117",2,top_50_100,ordinary,ordinary
"33,118",3,top_10_15,top_10_15,outstanding
"33,119",1,top_50_100,ordinary,ordinary
"33,120",8,top_45_50,ordinary,ordinary
"33,125",111,top_5,top_5,outstanding
"33,127",1,top_10_15,top_10_15,outstanding
"33,128",3,top_50_100,ordinary,ordinary
"33,132",1,top_25_30,ordinary,ordinary
"33,135",2,top_45_50,ordinary,ordinary
"33,140",3,top_5_10,top_5_10,outstanding
"33,141",2,top_35_40,ordinary,ordinary
"33,142",4,top_40_45,ordinary,ordinary
"33,145",54,top_5,top_5,outstanding
"33,148",1,top_30_35,ordinary,ordinary
"33,151",2,top_5_10,top_5_10,outstanding
"33,152",1,top_15_20,ordinary,ordinary
"33,153",10,top_5_10,top_5_10,outstanding
"33,154",6,top_5,top_5,outstanding
"33,157",6,top_10_15,top_10_15,outstanding
"33,159",1,top_10_15,top_10_15,outstanding
"33,160",1,top_50_100,ordinary,ordinary
"33,161",1,top_15_20,ordinary,ordinary
"33,164",2,top_30_35,ordinary,ordinary
"33,166",254,top_5,top_5,outstanding
"33,167",1,top_50_100,ordinary,ordinary
"33,168",2,top_10_15,top_10_15,outstanding
"33,172",1,top_50_100,ordinary,ordinary
"33,173",5,top_45_50,ordinary,ordinary
"33,179",5,top_50_100,ordinary,ordinary
"33,184",4,top_5_10,top_5_10,outstanding
"33,189",1,top_25_30,ordinary,ordinary
"33,191",27,top_5,top_5,outstanding
"33,194",5,top_15_20,ordinary,ordinary
"33,197",26,top_5_10,top_5_10,outstanding
"33,198",1,top_15_20,ordinary,ordinary
"33,200",15,top_40_45,ordinary,ordinary
"33,201",5,top_45_50,ordinary,ordinary
"33,204",8,top_25_30,ordinary,ordinary
"33,208",2,top_50_100,ordinary,ordinary
"33,210",2,top_25_30,ordinary,ordinary
"33,212",1,top_40_45,ordinary,ordinary
"33,217",14,top_10_15,top_10_15,outstanding
"33,220",7,top_35_40,ordinary,ordinary
"33,222",3,top_20_25,ordinary,ordinary
"33,228",3,top_25_30,ordinary,ordinary
"33,234",2,top_50_100,ordinary,ordinary
"33,236",2,top_50_100,ordinary,ordinary
"33,240",1,top_20_25,ordinary,ordinary
"33,244",1,top_15_20,ordinary,ordinary
"33,250",1,top_25_30,ordinary,ordinary
"33,257",6,top_25_30,ordinary,ordinary
"33,266",4,top_25_30,ordinary,ordinary
"33,268",1,top_15_20,ordinary,ordinary
"33,269",15,top_10_15,top_10_15,outstanding
"33,276",3,top_50_100,ordinary,ordinary
"33,278",58,top_5_10,top_5_10,outstanding
"33,284",5,top_25_30,ordinary,ordinary
"33,286",9,top_10_15,top_10_15,outstanding
"33,288",1,top_5_10,top_5_10,outstanding
"33,293",8,top_35_40,ordinary,ordinary
"33,299",14,top_5,top_5,outstanding
"33,304",21,top_10_15,top_10_15,outstanding
"33,311","1,636",top_5,top_5,outstanding
"33,313",87,top_5,top_5,outstanding
"33,314",6,top_10_15,top_10_15,outstanding
"33,316",8,top_10_15,top_10_15,outstanding
"33,317",11,top_10_15,top_10_15,outstanding
"33,319",1,top_20_25,ordinary,ordinary
"33,320",1,top_40_45,ordinary,ordinary
"33,332","3,593",top_5,top_5,outstanding
"33,334",3,top_30_35,ordinary,ordinary
"33,337",2,top_35_40,ordinary,ordinary
"33,339",2,top_30_35,ordinary,ordinary
"33,345",5,top_20_25,ordinary,ordinary
"33,346",2,top_50_100,ordinary,ordinary
"33,347",1,top_40_45,ordinary,ordinary
"33,352",582,top_5,top_5,outstanding
"33,356",2,top_35_40,ordinary,ordinary
"33,361",2,top_25_30,ordinary,ordinary
"33,362",4,top_50_100,ordinary,ordinary
"33,364",5,top_5_10,top_5_10,outstanding
"33,368",4,top_35_40,ordinary,ordinary
"33,372",6,top_30_35,ordinary,ordinary
"33,374",3,top_5,top_5,outstanding
"33,388",6,top_20_25,ordinary,ordinary
"33,393",3,top_50_100,ordinary,ordinary
"33,394",3,top_30_35,ordinary,ordinary
"33,395",5,top_10_15,top_10_15,outstanding
"33,399",1,top_50_100,ordinary,ordinary
"33,406",1,top_50_100,ordinary,ordinary
"33,407",1,top_20_25,ordinary,ordinary
"33,411",2,top_50_100,ordinary,ordinary
"33,412",3,top_50_100,ordinary,ordinary
"33,417",1,top_25_30,ordinary,ordinary
"33,418",5,top_5_10,top_5_10,outstanding
"33,420",7,top_15_20,ordinary,ordinary
"33,422",273,top_5,top_5,outstanding
"33,424",2,top_15_20,ordinary,ordinary
"33,425",2,top_10_15,top_10_15,outstanding
"33,429",7,top_5_10,top_5_10,outstanding
"33,430",2,top_50_100,ordinary,ordinary
"33,431",1,top_10_15,top_10_15,outstanding
"33,442",1,top_45_50,ordinary,ordinary
"33,443",11,top_35_40,ordinary,ordinary
"33,448",4,top_5_10,top_5_10,outstanding
"33,450",17,top_5_10,top_5_10,outstanding
"33,456",3,top_30_35,ordinary,ordinary
"33,458",1,top_45_50,ordinary,ordinary
"33,461",3,top_20_25,ordinary,ordinary
"33,464",1,top_15_20,ordinary,ordinary
"33,466",3,top_50_100,ordinary,ordinary
"33,469",13,top_5_10,top_5_10,outstanding
"33,470",30,top_5,top_5,outstanding
"33,471",1,top_50_100,ordinary,ordinary
"33,473",3,top_50_100,ordinary,ordinary
"33,477",6,top_10_15,top_10_15,outstanding
"33,478",80,top_5,top_5,outstanding
"33,479",6,top_10_15,top_10_15,outstanding
"33,484",3,top_15_20,ordinary,ordinary
"33,486",6,top_5_10,top_5_10,outstanding
"33,488",5,top_15_20,ordinary,ordinary
"33,491",1,top_20_25,ordinary,ordinary
"33,498",4,top_10_15,top_10_15,outstanding
"33,501",3,top_5_10,top_5_10,outstanding
"33,508",26,top_5,top_5,outstanding
"33,511",32,top_5_10,top_5_10,outstanding
"33,512",14,top_5,top_5,outstanding
"33,515",2,top_5,top_5,outstanding
"33,523",1,top_15_20,ordinary,ordinary
"33,525",3,top_15_20,ordinary,ordinary
"33,530",19,top_5,top_5,outstanding
"33,534",9,top_5,top_5,outstanding
"33,542",1,top_5,top_5,outstanding
"33,546",11,top_5_10,top_5_10,outstanding
"33,547",1,top_50_100,ordinary,ordinary
"33,557",1,top_30_35,ordinary,ordinary
"33,565",61,top_5,top_5,outstanding
"33,571",1,top_20_25,ordinary,ordinary
"33,574",3,top_20_25,ordinary,ordinary
"33,576",2,top_10_15,top_10_15,outstanding
"33,578",5,top_25_30,ordinary,ordinary
"33,580",5,top_30_35,ordinary,ordinary
"33,583",249,top_5,top_5,outstanding
"33,584",2,top_40_45,ordinary,ordinary
"33,587",17,top_5_10,top_5_10,outstanding
