"id_user","count_they_usage","category","class","class2"
"8,821",5,top_5_10,top_5_10,outstanding
"8,835",1,top_20_25,ordinary,ordinary
"8,836",1,top_15_20,ordinary,ordinary
"8,844",3,top_50_100,ordinary,ordinary
"8,846",3,top_25_30,ordinary,ordinary
"8,850",2,top_30_35,ordinary,ordinary
"8,853",1,top_50_100,ordinary,ordinary
"8,856",2,top_15_20,ordinary,ordinary
"8,859",1,top_30_35,ordinary,ordinary
"8,865",17,top_45_50,ordinary,ordinary
"8,866",3,top_50_100,ordinary,ordinary
"8,867",52,top_5,top_5,outstanding
"8,869",2,top_15_20,ordinary,ordinary
"8,870",3,top_50_100,ordinary,ordinary
"8,872",18,top_5_10,top_5_10,outstanding
"8,873",6,top_5_10,top_5_10,outstanding
"8,881",8,top_10_15,top_10_15,outstanding
"8,886",3,top_20_25,ordinary,ordinary
"8,896",1,top_50_100,ordinary,ordinary
"8,906",14,top_10_15,top_10_15,outstanding
"8,907",1,top_30_35,ordinary,ordinary
"8,915",2,top_10_15,top_10_15,outstanding
"8,925",20,top_5,top_5,outstanding
"8,931",1,top_5_10,top_5_10,outstanding
"8,935",1,top_35_40,ordinary,ordinary
"8,939",1,top_50_100,ordinary,ordinary
"8,943",2,top_50_100,ordinary,ordinary
"8,946",279,top_5,top_5,outstanding
"8,955",2,top_50_100,ordinary,ordinary
"8,956",2,top_30_35,ordinary,ordinary
"8,962",6,top_5_10,top_5_10,outstanding
"8,963",1,top_50_100,ordinary,ordinary
"8,968",6,top_5,top_5,outstanding
"8,974",1,top_50_100,ordinary,ordinary
"8,977",11,top_15_20,ordinary,ordinary
"8,979",2,top_50_100,ordinary,ordinary
"8,984",3,top_30_35,ordinary,ordinary
"8,988",1,top_50_100,ordinary,ordinary
"8,992",4,top_50_100,ordinary,ordinary
"8,998",209,top_5,top_5,outstanding
"9,002",2,top_15_20,ordinary,ordinary
"9,004",1,top_50_100,ordinary,ordinary
"9,006",445,top_5,top_5,outstanding
"9,013",27,top_5,top_5,outstanding
"9,014","1,371",top_5,top_5,outstanding
"9,015",2,top_25_30,ordinary,ordinary
"9,023",3,top_10_15,top_10_15,outstanding
"9,026",1,top_50_100,ordinary,ordinary
"9,032",14,top_5,top_5,outstanding
"9,035",4,top_15_20,ordinary,ordinary
"9,037",2,top_25_30,ordinary,ordinary
"9,041",1,top_15_20,ordinary,ordinary
"9,045",1,top_20_25,ordinary,ordinary
"9,046",1,top_10_15,top_10_15,outstanding
