"id_user","count_you_usage","category","class","class2"
"23,262",1,top_15_20,ordinary,ordinary
"23,264",1,top_50_100,ordinary,ordinary
"23,267",28,top_10_15,top_10_15,outstanding
"23,284",2,top_50_100,ordinary,ordinary
"23,297",1,top_50_100,ordinary,ordinary
"23,302",10,top_45_50,ordinary,ordinary
"23,304",4,top_50_100,ordinary,ordinary
"23,321",7,top_50_100,ordinary,ordinary
"23,344",8,top_5_10,top_5_10,outstanding
"23,348",5,top_50_100,ordinary,ordinary
"23,359",2,top_50_100,ordinary,ordinary
"23,373",2,top_50_100,ordinary,ordinary
"23,384",1,top_30_35,ordinary,ordinary
"23,396",2,top_50_100,ordinary,ordinary
"23,401",3,top_20_25,ordinary,ordinary
"23,409",1,top_50_100,ordinary,ordinary
"23,410",2,top_50_100,ordinary,ordinary
"23,422",1,top_25_30,ordinary,ordinary
"23,423",5,top_50_100,ordinary,ordinary
"23,424",3,top_45_50,ordinary,ordinary
"23,436",4,top_10_15,top_10_15,outstanding
"23,446",1,top_20_25,ordinary,ordinary
"23,476",4,top_50_100,ordinary,ordinary
"23,492",1,top_50_100,ordinary,ordinary
"23,501",18,top_5,top_5,outstanding
"23,512",1,top_50_100,ordinary,ordinary
"23,517",4,top_50_100,ordinary,ordinary
"23,522",2,top_25_30,ordinary,ordinary
"23,525",4,top_15_20,ordinary,ordinary
"23,539",4,top_50_100,ordinary,ordinary
"23,550",2,top_25_30,ordinary,ordinary
"23,563",1,top_50_100,ordinary,ordinary
"23,567",5,top_30_35,ordinary,ordinary
"23,576",3,top_50_100,ordinary,ordinary
"23,590",1,top_50_100,ordinary,ordinary
"23,592",72,top_50_100,ordinary,ordinary
"23,640",10,top_50_100,ordinary,ordinary
"23,650",2,top_5_10,top_5_10,outstanding
"23,656",4,top_10_15,top_10_15,outstanding
"23,665",1,top_50_100,ordinary,ordinary
"23,667",50,top_5,top_5,outstanding
"23,672",1,top_50_100,ordinary,ordinary
"23,673",1,top_50_100,ordinary,ordinary
"23,689",4,top_45_50,ordinary,ordinary
"23,695",8,top_50_100,ordinary,ordinary
"23,711",11,top_5_10,top_5_10,outstanding
"23,713",49,top_5,top_5,outstanding
"23,726",1,top_20_25,ordinary,ordinary
"23,732",1,top_45_50,ordinary,ordinary
"23,751",11,top_50_100,ordinary,ordinary
"23,759",1,top_50_100,ordinary,ordinary
"23,761",6,top_50_100,ordinary,ordinary
"23,762",7,top_45_50,ordinary,ordinary
"23,769",4,top_50_100,ordinary,ordinary
"23,770",2,top_50_100,ordinary,ordinary
"23,774",1,top_50_100,ordinary,ordinary
"23,775",35,top_5,top_5,outstanding
"23,777",3,top_5_10,top_5_10,outstanding
"23,784",3,top_15_20,ordinary,ordinary
"23,785",2,top_30_35,ordinary,ordinary
"23,801",10,top_50_100,ordinary,ordinary
"23,816",3,top_50_100,ordinary,ordinary
"23,826",1,top_50_100,ordinary,ordinary
"23,835",18,top_15_20,ordinary,ordinary
"23,837",5,top_50_100,ordinary,ordinary
"23,851",1,top_30_35,ordinary,ordinary
"23,876",2,top_50_100,ordinary,ordinary
"23,877",356,top_5,top_5,outstanding
"23,890",3,top_20_25,ordinary,ordinary
"23,904",2,top_50_100,ordinary,ordinary
"23,921",14,top_30_35,ordinary,ordinary
"23,922",3,top_50_100,ordinary,ordinary
"23,930",3,top_50_100,ordinary,ordinary
"23,950",8,top_5,top_5,outstanding
"23,962",1,top_10_15,top_10_15,outstanding
"23,974",2,top_30_35,ordinary,ordinary
"23,978",1,top_50_100,ordinary,ordinary
"23,980",13,top_50_100,ordinary,ordinary
"24,000",1,top_35_40,ordinary,ordinary
"24,002",6,top_50_100,ordinary,ordinary
"24,020",9,top_25_30,ordinary,ordinary
"24,023",1,top_45_50,ordinary,ordinary
"24,034",1,top_50_100,ordinary,ordinary
"24,048",4,top_50_100,ordinary,ordinary
"24,055",4,top_50_100,ordinary,ordinary
"24,070",3,top_50_100,ordinary,ordinary
"24,096",2,top_50_100,ordinary,ordinary
"24,106",3,top_25_30,ordinary,ordinary
"24,113",1,top_50_100,ordinary,ordinary
"24,117",13,top_50_100,ordinary,ordinary
"24,119",4,top_35_40,ordinary,ordinary
"24,125",2,top_25_30,ordinary,ordinary
"24,131",1,top_50_100,ordinary,ordinary
"24,136",2,top_50_100,ordinary,ordinary
"24,146",1,top_50_100,ordinary,ordinary
"24,149",2,top_25_30,ordinary,ordinary
"24,172",3,top_5,top_5,outstanding
"24,195",1,top_50_100,ordinary,ordinary
"24,219",1,top_50_100,ordinary,ordinary
"24,220",2,top_50_100,ordinary,ordinary
"24,225",34,top_10_15,top_10_15,outstanding
"24,257",3,top_50_100,ordinary,ordinary
"24,261",3,top_45_50,ordinary,ordinary
"24,263",2,top_50_100,ordinary,ordinary
"24,271",4,top_50_100,ordinary,ordinary
"24,272",1,top_50_100,ordinary,ordinary
"24,275",3,top_15_20,ordinary,ordinary
"24,279",3,top_45_50,ordinary,ordinary
"24,281",21,top_50_100,ordinary,ordinary
"24,303",1,top_50_100,ordinary,ordinary
"24,317",4,top_25_30,ordinary,ordinary
"24,325",7,top_45_50,ordinary,ordinary
"24,348",3,top_50_100,ordinary,ordinary
"24,363",3,top_50_100,ordinary,ordinary
"24,373",1,top_50_100,ordinary,ordinary
"24,384",5,top_50_100,ordinary,ordinary
"24,392",3,top_50_100,ordinary,ordinary
"24,395",9,top_50_100,ordinary,ordinary
"24,404",1,top_50_100,ordinary,ordinary
"24,407",38,top_5_10,top_5_10,outstanding
"24,410",16,top_5_10,top_5_10,outstanding
"24,414",2,top_50_100,ordinary,ordinary
"24,417",1,top_50_100,ordinary,ordinary
"24,428",1,top_50_100,ordinary,ordinary
"24,437",1,top_50_100,ordinary,ordinary
"24,451",1,top_50_100,ordinary,ordinary
"24,453",2,top_50_100,ordinary,ordinary
"24,461",2,top_50_100,ordinary,ordinary
"24,468",3,top_50_100,ordinary,ordinary
"24,480",1,top_50_100,ordinary,ordinary
"24,495",2,top_25_30,ordinary,ordinary
"24,504",2,top_5_10,top_5_10,outstanding
"24,509",1,top_50_100,ordinary,ordinary
"24,539",1,top_50_100,ordinary,ordinary
"24,540",1,top_20_25,ordinary,ordinary
"24,555",3,top_20_25,ordinary,ordinary
"24,559",4,top_50_100,ordinary,ordinary
"24,563",3,top_50_100,ordinary,ordinary
"24,572",1,top_50_100,ordinary,ordinary
"24,575",5,top_50_100,ordinary,ordinary
"24,579",21,top_5,top_5,outstanding
"24,588",1,top_25_30,ordinary,ordinary
"24,589",2,top_35_40,ordinary,ordinary
"24,595",1,top_50_100,ordinary,ordinary
"24,603",2,top_20_25,ordinary,ordinary
"24,610",54,top_5,top_5,outstanding
"24,624",1,top_50_100,ordinary,ordinary
"24,647",13,top_20_25,ordinary,ordinary
"24,661",1,top_50_100,ordinary,ordinary
"24,662",3,top_50_100,ordinary,ordinary
"24,676",2,top_50_100,ordinary,ordinary
"24,690",4,top_50_100,ordinary,ordinary
"24,702",1,top_15_20,ordinary,ordinary
"24,704",36,top_5_10,top_5_10,outstanding
"24,711",1,top_50_100,ordinary,ordinary
"24,712",3,top_45_50,ordinary,ordinary
"24,716",1,top_35_40,ordinary,ordinary
"24,720",10,top_15_20,ordinary,ordinary
"24,727",1,top_50_100,ordinary,ordinary
"24,730",14,top_50_100,ordinary,ordinary
"24,744",2,top_50_100,ordinary,ordinary
"24,751",5,top_50_100,ordinary,ordinary
"24,760",2,top_45_50,ordinary,ordinary
"24,762",1,top_50_100,ordinary,ordinary
"24,764",5,top_50_100,ordinary,ordinary
"24,787",1,top_45_50,ordinary,ordinary
"24,797",10,top_10_15,top_10_15,outstanding
"24,800",3,top_15_20,ordinary,ordinary
"24,831",2,top_35_40,ordinary,ordinary
"24,837",2,top_35_40,ordinary,ordinary
"24,841",1,top_50_100,ordinary,ordinary
"24,858",26,top_35_40,ordinary,ordinary
"24,869",7,top_50_100,ordinary,ordinary
"24,877",1,top_45_50,ordinary,ordinary
"24,882",1,top_50_100,ordinary,ordinary
"24,886",28,top_10_15,top_10_15,outstanding
"24,896",1,top_50_100,ordinary,ordinary
"24,897",2,top_45_50,ordinary,ordinary
"24,899",7,top_35_40,ordinary,ordinary
"24,908",8,top_10_15,top_10_15,outstanding
"24,911",11,top_50_100,ordinary,ordinary
"24,918",8,top_50_100,ordinary,ordinary
"24,920",3,top_10_15,top_10_15,outstanding
"24,923",2,top_50_100,ordinary,ordinary
"24,932",1,top_45_50,ordinary,ordinary
"24,933",2,top_45_50,ordinary,ordinary
"24,936",1,top_45_50,ordinary,ordinary
"24,940",3,top_45_50,ordinary,ordinary
"24,942",3,top_50_100,ordinary,ordinary
"24,953",1,top_20_25,ordinary,ordinary
"24,968",3,top_50_100,ordinary,ordinary
"24,990",10,top_50_100,ordinary,ordinary
"24,998",5,top_50_100,ordinary,ordinary
"25,006",5,top_10_15,top_10_15,outstanding
"25,008",2,top_50_100,ordinary,ordinary
"25,013",3,top_10_15,top_10_15,outstanding
"25,028",4,top_50_100,ordinary,ordinary
"25,041",1,top_50_100,ordinary,ordinary
"25,057",4,top_50_100,ordinary,ordinary
"25,059",7,top_50_100,ordinary,ordinary
"25,060",6,top_50_100,ordinary,ordinary
"25,061",2,top_45_50,ordinary,ordinary
"25,065",48,top_5,top_5,outstanding
"25,076",1,top_30_35,ordinary,ordinary
"25,079",3,top_50_100,ordinary,ordinary
"25,110",1,top_20_25,ordinary,ordinary
"25,124",3,top_50_100,ordinary,ordinary
"25,142",4,top_50_100,ordinary,ordinary
"25,144",2,top_50_100,ordinary,ordinary
"25,163",4,top_20_25,ordinary,ordinary
"25,164",1,top_35_40,ordinary,ordinary
"25,165",4,top_50_100,ordinary,ordinary
"25,166",1,top_45_50,ordinary,ordinary
"25,168",8,top_50_100,ordinary,ordinary
"25,175",7,top_10_15,top_10_15,outstanding
"25,182",5,top_20_25,ordinary,ordinary
"25,212",3,top_50_100,ordinary,ordinary
"25,215",1,top_50_100,ordinary,ordinary
"25,222",9,top_50_100,ordinary,ordinary
"25,233",1,top_50_100,ordinary,ordinary
"25,241",1,top_50_100,ordinary,ordinary
"25,242",5,top_50_100,ordinary,ordinary
"25,244",2,top_50_100,ordinary,ordinary
"25,257",2,top_50_100,ordinary,ordinary
"25,258",2,top_15_20,ordinary,ordinary
"25,262",1,top_50_100,ordinary,ordinary
"25,266",11,top_50_100,ordinary,ordinary
"25,268",1,top_45_50,ordinary,ordinary
"25,269",1,top_50_100,ordinary,ordinary
"25,281",6,top_50_100,ordinary,ordinary
"25,306",1,top_20_25,ordinary,ordinary
"25,310",4,top_50_100,ordinary,ordinary
"25,330",2,top_50_100,ordinary,ordinary
"25,336",1,top_50_100,ordinary,ordinary
"25,345",1,top_50_100,ordinary,ordinary
"25,347",2,top_50_100,ordinary,ordinary
"25,350",3,top_30_35,ordinary,ordinary
"25,395",1,top_50_100,ordinary,ordinary
"25,417",2,top_50_100,ordinary,ordinary
"25,420",13,top_40_45,ordinary,ordinary
"25,422",1,top_50_100,ordinary,ordinary
"25,424",1,top_15_20,ordinary,ordinary
"25,444",19,top_5,top_5,outstanding
"25,446",1,top_50_100,ordinary,ordinary
"25,463",2,top_35_40,ordinary,ordinary
"25,477",1,top_25_30,ordinary,ordinary
"25,485",10,top_10_15,top_10_15,outstanding
"25,517",60,top_5,top_5,outstanding
"25,523",1,top_50_100,ordinary,ordinary
"25,529",4,top_15_20,ordinary,ordinary
"25,536",1,top_50_100,ordinary,ordinary
"25,538",2,top_50_100,ordinary,ordinary
"25,541",5,top_50_100,ordinary,ordinary
"25,549",1,top_50_100,ordinary,ordinary
"25,559",2,top_50_100,ordinary,ordinary
"25,562",1,top_50_100,ordinary,ordinary
"25,580",11,top_50_100,ordinary,ordinary
"25,581",20,top_50_100,ordinary,ordinary
"25,585",4,top_5_10,top_5_10,outstanding
"25,602",4,top_50_100,ordinary,ordinary
"25,608",1,top_50_100,ordinary,ordinary
"25,611",1,top_50_100,ordinary,ordinary
"25,615",1,top_5_10,top_5_10,outstanding
"25,616",3,top_50_100,ordinary,ordinary
"25,620",3,top_50_100,ordinary,ordinary
"25,633",13,top_50_100,ordinary,ordinary
"25,639",27,top_25_30,ordinary,ordinary
"25,642",1,top_50_100,ordinary,ordinary
"25,671",6,top_50_100,ordinary,ordinary
"25,673",4,top_20_25,ordinary,ordinary
"25,694",3,top_50_100,ordinary,ordinary
"25,710",1,top_30_35,ordinary,ordinary
"25,714",6,top_20_25,ordinary,ordinary
"25,733",3,top_50_100,ordinary,ordinary
"25,735",2,top_50_100,ordinary,ordinary
"25,774",51,top_5,top_5,outstanding
"25,779",1,top_15_20,ordinary,ordinary
"25,804",2,top_40_45,ordinary,ordinary
"25,809",1,top_50_100,ordinary,ordinary
"25,813",2,top_50_100,ordinary,ordinary
"25,830",1,top_50_100,ordinary,ordinary
"25,833",1,top_45_50,ordinary,ordinary
"25,838",2,top_45_50,ordinary,ordinary
"25,842",1,top_50_100,ordinary,ordinary
"25,859",6,top_10_15,top_10_15,outstanding
"25,860",2,top_50_100,ordinary,ordinary
"25,867",1,top_45_50,ordinary,ordinary
"25,890",4,top_5_10,top_5_10,outstanding
"25,896",1,top_50_100,ordinary,ordinary
"25,900",8,top_50_100,ordinary,ordinary
"25,936",71,top_5,top_5,outstanding
"25,954",2,top_50_100,ordinary,ordinary
"25,959",6,top_15_20,ordinary,ordinary
"25,966",2,top_50_100,ordinary,ordinary
"25,969",248,top_5_10,top_5_10,outstanding
"26,002",8,top_50_100,ordinary,ordinary
"26,025",1,top_10_15,top_10_15,outstanding
"26,036",9,top_50_100,ordinary,ordinary
"26,037",1,top_50_100,ordinary,ordinary
"26,041",3,top_5_10,top_5_10,outstanding
"26,051",12,top_50_100,ordinary,ordinary
"26,055",2,top_50_100,ordinary,ordinary
"26,066",1,top_15_20,ordinary,ordinary
"26,079",7,top_10_15,top_10_15,outstanding
"26,086",5,top_50_100,ordinary,ordinary
"26,090",6,top_25_30,ordinary,ordinary
"26,110",1,top_50_100,ordinary,ordinary
"26,115",6,top_45_50,ordinary,ordinary
"26,122",8,top_10_15,top_10_15,outstanding
"26,128",3,top_10_15,top_10_15,outstanding
"26,136",3,top_50_100,ordinary,ordinary
"26,149",372,top_5,top_5,outstanding
"26,162",51,top_5,top_5,outstanding
"26,165",2,top_50_100,ordinary,ordinary
"26,169",1,top_35_40,ordinary,ordinary
"26,175",2,top_25_30,ordinary,ordinary
"26,185",134,top_5,top_5,outstanding
"26,195",4,top_10_15,top_10_15,outstanding
"26,207",11,top_50_100,ordinary,ordinary
"26,209",17,top_15_20,ordinary,ordinary
"26,216",1,top_50_100,ordinary,ordinary
"26,227",19,top_45_50,ordinary,ordinary
"26,241",32,top_50_100,ordinary,ordinary
"26,251",1,top_50_100,ordinary,ordinary
"26,260",3,top_50_100,ordinary,ordinary
"26,268",7,top_20_25,ordinary,ordinary
"26,281",1,top_50_100,ordinary,ordinary
"26,285",1,top_50_100,ordinary,ordinary
"26,289",1,top_50_100,ordinary,ordinary
"26,290",1,top_50_100,ordinary,ordinary
"26,294",14,top_50_100,ordinary,ordinary
"26,303",7,top_50_100,ordinary,ordinary
"26,322",2,top_50_100,ordinary,ordinary
"26,329",1,top_50_100,ordinary,ordinary
"26,350",4,top_35_40,ordinary,ordinary
"26,360",4,top_15_20,ordinary,ordinary
"26,362",3,top_25_30,ordinary,ordinary
"26,368",1,top_50_100,ordinary,ordinary
"26,371",25,top_5,top_5,outstanding
"26,374",8,top_50_100,ordinary,ordinary
"26,385",2,top_25_30,ordinary,ordinary
"26,391",1,top_15_20,ordinary,ordinary
"26,395",3,top_50_100,ordinary,ordinary
"26,410",1,top_45_50,ordinary,ordinary
"26,414",5,top_45_50,ordinary,ordinary
"26,418",1,top_50_100,ordinary,ordinary
"26,444",6,top_30_35,ordinary,ordinary
"26,447",3,top_50_100,ordinary,ordinary
"26,459",2,top_50_100,ordinary,ordinary
"26,467",1,top_50_100,ordinary,ordinary
"26,470",4,top_5_10,top_5_10,outstanding
"26,487",4,top_45_50,ordinary,ordinary
"26,493",1,top_50_100,ordinary,ordinary
"26,505",2,top_50_100,ordinary,ordinary
"26,516",2,top_50_100,ordinary,ordinary
"26,531",10,top_50_100,ordinary,ordinary
"26,569",1,top_50_100,ordinary,ordinary
"26,570",2,top_50_100,ordinary,ordinary
"26,581",14,top_30_35,ordinary,ordinary
"26,602",1,top_50_100,ordinary,ordinary
"26,604",9,top_5_10,top_5_10,outstanding
"26,609",1,top_50_100,ordinary,ordinary
"26,611",3,top_50_100,ordinary,ordinary
"26,618",2,top_50_100,ordinary,ordinary
"26,626",2,top_15_20,ordinary,ordinary
"26,641",1,top_50_100,ordinary,ordinary
"26,643",2,top_50_100,ordinary,ordinary
"26,664",3,top_50_100,ordinary,ordinary
"26,701",2,top_45_50,ordinary,ordinary
"26,715",14,top_5_10,top_5_10,outstanding
"26,718",7,top_50_100,ordinary,ordinary
"26,731",4,top_50_100,ordinary,ordinary
"26,735",2,top_50_100,ordinary,ordinary
"26,740",4,top_50_100,ordinary,ordinary
"26,757",2,top_45_50,ordinary,ordinary
"26,771",2,top_20_25,ordinary,ordinary
"26,772",1,top_50_100,ordinary,ordinary
"26,836",4,top_50_100,ordinary,ordinary
"26,846",1,top_50_100,ordinary,ordinary
"26,858",36,top_25_30,ordinary,ordinary
"26,864",3,top_30_35,ordinary,ordinary
"26,910",1,top_15_20,ordinary,ordinary
"26,914",1,top_25_30,ordinary,ordinary
"26,932",1,top_50_100,ordinary,ordinary
"26,940",1,top_50_100,ordinary,ordinary
"26,944",18,top_10_15,top_10_15,outstanding
"26,953",33,top_5,top_5,outstanding
"26,965",1,top_25_30,ordinary,ordinary
"26,966",1,top_50_100,ordinary,ordinary
"26,976",24,top_50_100,ordinary,ordinary
"26,996",6,top_30_35,ordinary,ordinary
"26,997",1,top_50_100,ordinary,ordinary
"27,004",2,top_50_100,ordinary,ordinary
"27,006",6,top_15_20,ordinary,ordinary
"27,010",5,top_45_50,ordinary,ordinary
"27,019",1,top_50_100,ordinary,ordinary
"27,023",3,top_25_30,ordinary,ordinary
"27,038",1,top_50_100,ordinary,ordinary
"27,052",3,top_50_100,ordinary,ordinary
"27,080",2,top_50_100,ordinary,ordinary
"27,091",4,top_50_100,ordinary,ordinary
"27,092",1,top_50_100,ordinary,ordinary
"27,097",4,top_15_20,ordinary,ordinary
"27,105",3,top_30_35,ordinary,ordinary
"27,109",3,top_50_100,ordinary,ordinary
"27,120",5,top_20_25,ordinary,ordinary
"27,127",4,top_25_30,ordinary,ordinary
"27,129",4,top_50_100,ordinary,ordinary
"27,136",1,top_50_100,ordinary,ordinary
"27,142",2,top_45_50,ordinary,ordinary
"27,143",19,top_5_10,top_5_10,outstanding
"27,145",9,top_20_25,ordinary,ordinary
"27,146",3,top_50_100,ordinary,ordinary
"27,147",1,top_35_40,ordinary,ordinary
"27,149",4,top_45_50,ordinary,ordinary
"27,150",4,top_20_25,ordinary,ordinary
"27,156",1,top_50_100,ordinary,ordinary
"27,170",3,top_25_30,ordinary,ordinary
"27,183",14,top_50_100,ordinary,ordinary
"27,202",1,top_45_50,ordinary,ordinary
"27,206",1,top_50_100,ordinary,ordinary
"27,209",9,top_30_35,ordinary,ordinary
"27,217",1,top_45_50,ordinary,ordinary
"27,219",1,top_50_100,ordinary,ordinary
"27,222",1,top_50_100,ordinary,ordinary
"27,223",4,top_50_100,ordinary,ordinary
"27,224",1,top_45_50,ordinary,ordinary
"27,229",12,top_45_50,ordinary,ordinary
"27,265",15,top_10_15,top_10_15,outstanding
"27,266",1,top_20_25,ordinary,ordinary
"27,278",1,top_50_100,ordinary,ordinary
"27,293",2,top_45_50,ordinary,ordinary
"27,305",1,top_35_40,ordinary,ordinary
"27,316",1,top_50_100,ordinary,ordinary
"27,321",1,top_45_50,ordinary,ordinary
"27,327",7,top_50_100,ordinary,ordinary
"27,330",1,top_50_100,ordinary,ordinary
"27,333",1,top_50_100,ordinary,ordinary
"27,340",6,top_50_100,ordinary,ordinary
"27,345",1,top_45_50,ordinary,ordinary
"27,350",6,top_50_100,ordinary,ordinary
"27,369",15,top_5_10,top_5_10,outstanding
"27,385",10,top_50_100,ordinary,ordinary
"27,387",2,top_20_25,ordinary,ordinary
"27,414",1,top_50_100,ordinary,ordinary
"27,420",3,top_50_100,ordinary,ordinary
"27,433",8,top_30_35,ordinary,ordinary
"27,440",1,top_45_50,ordinary,ordinary
"27,469",2,top_25_30,ordinary,ordinary
"27,477",2,top_50_100,ordinary,ordinary
"27,489",5,top_45_50,ordinary,ordinary
"27,491",21,top_15_20,ordinary,ordinary
"27,493",1,top_50_100,ordinary,ordinary
"27,497",2,top_25_30,ordinary,ordinary
"27,504",4,top_50_100,ordinary,ordinary
"27,512",2,top_50_100,ordinary,ordinary
"27,513",3,top_35_40,ordinary,ordinary
"27,519",46,top_5_10,top_5_10,outstanding
"27,547",1,top_50_100,ordinary,ordinary
"27,554",1,top_35_40,ordinary,ordinary
"27,558",4,top_50_100,ordinary,ordinary
"27,561",1,top_50_100,ordinary,ordinary
"27,584",2,top_25_30,ordinary,ordinary
"27,589",1,top_45_50,ordinary,ordinary
"27,592",4,top_50_100,ordinary,ordinary
"27,593",1,top_25_30,ordinary,ordinary
"27,595",1,top_50_100,ordinary,ordinary
"27,613",2,top_45_50,ordinary,ordinary
"27,625",1,top_50_100,ordinary,ordinary
"27,632",2,top_5_10,top_5_10,outstanding
