"id_user","count_we_usage","category","class","class2"
"12,003",1,top_30_35,ordinary,ordinary
"12,024",2,top_10_15,top_10_15,outstanding
"12,026",2,top_20_25,ordinary,ordinary
"12,034",2,top_35_40,ordinary,ordinary
"12,035",3,top_5,top_5,outstanding
"12,057",1,top_40_45,ordinary,ordinary
"12,064",1,top_40_45,ordinary,ordinary
"12,081",7,top_30_35,ordinary,ordinary
"12,096",6,top_5_10,top_5_10,outstanding
"12,100",1,top_50_100,ordinary,ordinary
"12,101",3,top_30_35,ordinary,ordinary
"12,111",1,top_50_100,ordinary,ordinary
"12,114",3,top_5_10,top_5_10,outstanding
"12,115",118,top_5,top_5,outstanding
"12,120",2,top_50_100,ordinary,ordinary
"12,123",1,top_5_10,top_5_10,outstanding
"12,124",3,top_10_15,top_10_15,outstanding
"12,136",7,top_5,top_5,outstanding
"12,137",1,top_50_100,ordinary,ordinary
"12,142",5,top_50_100,ordinary,ordinary
"12,147",2,top_5_10,top_5_10,outstanding
"12,149",1,top_50_100,ordinary,ordinary
"12,151",3,top_15_20,ordinary,ordinary
"12,156",1,top_5_10,top_5_10,outstanding
"12,159",5,top_10_15,top_10_15,outstanding
"12,161",43,top_5,top_5,outstanding
"12,163",6,top_50_100,ordinary,ordinary
"12,167",8,top_50_100,ordinary,ordinary
"12,168",2,top_50_100,ordinary,ordinary
"12,180",3,top_5_10,top_5_10,outstanding
"12,181",3,top_10_15,top_10_15,outstanding
"12,184",1,top_5,top_5,outstanding
"12,185",9,top_15_20,ordinary,ordinary
"12,192",3,top_20_25,ordinary,ordinary
"12,195",2,top_35_40,ordinary,ordinary
"12,202",1,top_20_25,ordinary,ordinary
"12,203",11,top_10_15,top_10_15,outstanding
"12,212",3,top_5,top_5,outstanding
"12,217",7,top_20_25,ordinary,ordinary
"12,223",3,top_15_20,ordinary,ordinary
"12,225",1,top_25_30,ordinary,ordinary
"12,227",1,top_45_50,ordinary,ordinary
"12,229",7,top_5_10,top_5_10,outstanding
"12,240",1,top_5_10,top_5_10,outstanding
"12,248",1,top_30_35,ordinary,ordinary
"12,256",2,top_20_25,ordinary,ordinary
"12,266",1,top_45_50,ordinary,ordinary
"12,269",17,top_5_10,top_5_10,outstanding
"12,274",4,top_35_40,ordinary,ordinary
"12,282",1,top_50_100,ordinary,ordinary
"12,290",1,top_50_100,ordinary,ordinary
"12,296",1,top_40_45,ordinary,ordinary
"12,301",6,top_50_100,ordinary,ordinary
"12,315",2,top_30_35,ordinary,ordinary
"12,316",1,top_15_20,ordinary,ordinary
"12,331",2,top_5_10,top_5_10,outstanding
"12,332",4,top_5_10,top_5_10,outstanding
"12,341",1,top_45_50,ordinary,ordinary
"12,352",30,top_5,top_5,outstanding
"12,357",37,top_5,top_5,outstanding
"12,358",1,top_50_100,ordinary,ordinary
"12,360",6,top_50_100,ordinary,ordinary
