"id_user","count_they_usage","category","class","class2"
"50,821",2,top_50_100,ordinary,ordinary
"50,829",1,top_50_100,ordinary,ordinary
"50,831",5,top_20_25,ordinary,ordinary
"50,847",1,top_15_20,ordinary,ordinary
"50,852",6,top_10_15,top_10_15,outstanding
"50,854",6,top_30_35,ordinary,ordinary
"50,855",2,top_5,top_5,outstanding
"50,875",2,top_35_40,ordinary,ordinary
"50,922",26,top_5,top_5,outstanding
"50,925",3,top_50_100,ordinary,ordinary
"50,937",2,top_50_100,ordinary,ordinary
"50,939",1,top_50_100,ordinary,ordinary
"50,942",1,top_50_100,ordinary,ordinary
"50,946",2,top_50_100,ordinary,ordinary
"50,990",2,top_45_50,ordinary,ordinary
"51,035",1,top_50_100,ordinary,ordinary
"51,046",1,top_50_100,ordinary,ordinary
"51,059",1,top_50_100,ordinary,ordinary
"51,066",1,top_30_35,ordinary,ordinary
"51,075",21,top_5_10,top_5_10,outstanding
"51,076",2,top_50_100,ordinary,ordinary
"51,086",1,top_50_100,ordinary,ordinary
"51,089",1,top_45_50,ordinary,ordinary
"51,093",1,top_40_45,ordinary,ordinary
"51,121",8,top_50_100,ordinary,ordinary
"51,128",1,top_50_100,ordinary,ordinary
"51,142",1,top_50_100,ordinary,ordinary
"51,158",1,top_25_30,ordinary,ordinary
"51,170",1,top_50_100,ordinary,ordinary
"51,173",2,top_20_25,ordinary,ordinary
"51,185",1,top_20_25,ordinary,ordinary
"51,191",2,top_50_100,ordinary,ordinary
"51,192",3,top_50_100,ordinary,ordinary
"51,204",20,top_5_10,top_5_10,outstanding
"51,220",4,top_5_10,top_5_10,outstanding
"51,225",3,top_35_40,ordinary,ordinary
"51,246",2,top_50_100,ordinary,ordinary
"51,253",1,top_35_40,ordinary,ordinary
"51,259",1,top_50_100,ordinary,ordinary
"51,260",4,top_50_100,ordinary,ordinary
"51,263",1,top_50_100,ordinary,ordinary
"51,264",1,top_50_100,ordinary,ordinary
"51,271",2,top_50_100,ordinary,ordinary
"51,304",4,top_25_30,ordinary,ordinary
"51,319",3,top_50_100,ordinary,ordinary
"51,328",1,top_15_20,ordinary,ordinary
"51,357",1,top_50_100,ordinary,ordinary
"51,363",4,top_50_100,ordinary,ordinary
"51,378",2,top_40_45,ordinary,ordinary
"51,388",3,top_15_20,ordinary,ordinary
"51,414",1,top_20_25,ordinary,ordinary
