"id_user","entropy","layer_1","layer_2","layer_3","layer_4","class","class2"
"6,701",0.5623351446,3,0,4,0,ordinary,ordinary
"6,704",10.5733470886,164,133,165,223,top_5,outstanding
"6,707",2.5665989181,6,1,0,16,top_5,outstanding
"6,710",8.0939702755,18,18,31,36,top_5,outstanding
"6,712",0,1,0,0,1,top_10_15,outstanding
"6,714",0.6931471806,1,2,0,0,top_10_15,outstanding
"6,715",1.5916598152,0,8,1,9,top_5_10,outstanding
"6,716",0,3,3,0,0,top_10_15,outstanding
"6,717",0.6931471806,0,0,2,1,top_10_15,outstanding
"6,720",1.0986122887,0,0,0,3,ordinary,ordinary
"6,721",2.3693821197,1,0,2,12,top_5,outstanding
"6,722",8.2687710046,25,32,27,63,top_5,outstanding
"6,723",0,0,2,0,0,top_5_10,outstanding
"6,725",9.0176456245,107,51,96,198,top_5,outstanding
"6,726",4.2225507981,4,5,3,3,top_5_10,outstanding
"6,728",3.2618903939,8,5,3,5,top_5,outstanding
"6,731",5.5331715386,12,3,6,17,top_5,outstanding
"6,732",0,0,1,0,1,top_10_15,outstanding
"6,733",4.1809757617,11,2,4,13,top_5,outstanding
"6,734",2.0125694536,3,1,1,14,top_5_10,outstanding
"6,735",0.6365141683,3,1,0,0,top_5_10,outstanding
"6,738",1.7917594692,3,0,0,2,top_10_15,outstanding
"6,739",3.1780538303,4,0,3,4,top_5,outstanding
"6,740",9.5807738481,47,94,139,130,top_5,outstanding
"6,741",0.5982695886,0,5,7,0,top_5_10,outstanding
"6,742",2.0794415417,2,4,4,4,top_5,outstanding
"6,743",1.4298983731,4,0,6,0,top_10_15,outstanding
"6,745",7.4211931444,14,9,22,24,top_5,outstanding
"6,746",0.5297061991,0,5,9,0,top_10_15,outstanding
"6,747",3.1435669928,7,2,4,23,top_5,outstanding
"6,751",1.0986122887,0,0,3,1,ordinary,ordinary
"6,753",10.2982467364,109,156,205,199,top_5,outstanding
"6,754",0,1,0,1,0,top_10_15,outstanding
"6,755",7.9348690352,10,11,13,22,top_5,outstanding
"6,756",0.6931471806,0,2,4,0,ordinary,ordinary
"6,757",0.6931471806,1,1,1,2,top_5_10,outstanding
"6,758",5.570811882,8,6,6,7,top_5,outstanding
"6,759",0,1,0,1,1,ordinary,ordinary
"6,762",9.3675241257,74,72,60,45,top_5,outstanding
"6,763",5.8421412525,17,18,61,55,top_5,outstanding
"6,764",8.43479645,34,31,40,34,top_5,outstanding
"6,765",11.2668228194,223,180,325,265,top_5,outstanding
"6,768",7.1061417369,39,48,27,41,top_5,outstanding
"6,769",2.0228085294,4,3,8,2,top_10_15,outstanding
"6,772",0.6931471806,0,1,2,0,top_10_15,outstanding
"6,773",1.3862943611,1,2,1,2,top_5_10,outstanding
"6,774",1.7958914497,3,10,10,1,top_5,outstanding
"6,776",8.6064701663,67,74,52,94,top_5,outstanding
"6,777",0.6931471806,1,1,1,4,top_5_10,outstanding
"6,779",6.4246775025,24,13,15,17,top_5,outstanding
"6,780",0.6931471806,1,0,2,0,ordinary,ordinary
"6,781",8.5149899414,154,348,531,662,top_5,outstanding
"6,782",8.1360693713,12,32,46,42,top_5,outstanding
"6,784",0,1,0,1,1,ordinary,ordinary
"6,785",3.8741704034,4,2,3,10,top_5,outstanding
"6,786",0,1,0,1,1,ordinary,ordinary
"6,787",1.0986122887,3,0,0,3,top_5_10,outstanding
"6,790",3.4527069025,2,6,3,4,ordinary,ordinary
"6,791",2.9874396172,0,9,5,20,top_5,outstanding
"6,794",3.2168098346,5,4,6,3,top_5,outstanding
"6,796",0,0,0,1,0,ordinary,ordinary
"6,798",3.6442247177,24,25,9,23,top_5,outstanding
"6,799",1.6609474333,4,3,0,1,top_5_10,outstanding
"6,801",1.3862943611,1,1,2,2,ordinary,ordinary
"6,802",11.59870533,235,210,378,292,top_5,outstanding
"6,804",0,0,1,1,0,ordinary,ordinary
"6,805",9.5743694493,58,84,59,85,top_5,outstanding
"6,807",0.5623351446,4,1,2,1,top_5,outstanding
"6,808",11.9846252975,409,374,426,435,top_5,outstanding
"6,810",4.4223291487,8,14,6,8,top_5_10,outstanding
"6,813",1.6232822062,5,5,3,2,top_10_15,outstanding
"6,814",0,1,1,1,1,top_5_10,outstanding
"6,816",0,0,1,1,0,ordinary,ordinary
"6,819",3.204880964,4,5,9,4,top_5_10,outstanding
"6,821",0,6,6,0,6,ordinary,ordinary
"6,822",6.8028457078,24,21,27,35,top_5,outstanding
"6,825",1.3095258353,5,0,3,3,top_5_10,outstanding
"6,827",0,2,1,0,0,top_10_15,outstanding
"6,829",8.6149081537,52,44,69,31,top_5,outstanding
"6,830",1.6973711155,3,9,2,1,top_5,outstanding
"6,831",0,0,1,1,1,top_5_10,outstanding
"6,832",0.6931471806,1,0,2,0,ordinary,ordinary
"6,835",0,1,0,0,1,ordinary,ordinary
"6,837",3.2809651181,9,7,4,0,top_10_15,outstanding
"6,838",7.2352596001,28,21,27,74,top_5,outstanding
"6,840",4.0494898535,4,3,15,3,top_5_10,outstanding
"6,841",3.6902704628,1,6,6,8,top_5,outstanding
"6,843",0,1,1,0,1,ordinary,ordinary
"6,844",7.6352351596,13,12,37,17,top_5,outstanding
"6,846",6.6632955659,13,16,42,11,top_5,outstanding
"6,849",0,1,0,1,0,top_5_10,outstanding
"6,850",7.0080535509,14,29,15,17,top_5,outstanding
"6,852",0.6931471806,4,2,1,2,top_10_15,outstanding
"6,853",0,2,0,0,2,top_10_15,outstanding
"6,856",0,0,1,1,0,top_5_10,outstanding
"6,858",10.7590390644,192,129,137,158,top_5,outstanding
"6,859",0.6931471806,1,2,1,1,top_5_10,outstanding
"6,863",0,0,1,0,0,ordinary,ordinary
"6,864",6.7209637577,31,16,13,35,top_5,outstanding
"6,865",0.6931471806,8,0,0,1,top_5_10,outstanding
"6,869",8.3700371279,31,18,45,38,top_5,outstanding
"6,872",2.4590563444,1,0,10,11,top_10_15,outstanding
"6,876",7.8737740333,19,25,23,28,top_5,outstanding
"6,877",5.6382445504,19,12,13,26,top_5,outstanding
"6,879",1.3661588476,0,2,5,6,ordinary,ordinary
"6,883",8.1764954596,20,19,27,21,top_5,outstanding
"6,885",0.4101163183,7,7,6,0,ordinary,ordinary
"6,889",0,0,1,1,0,ordinary,ordinary
"6,890",0,0,0,0,1,ordinary,ordinary
"6,891",0,0,0,6,0,ordinary,ordinary
"6,892",6.6230504389,24,17,9,19,top_5,outstanding
"6,893",6.4341884322,18,17,27,28,top_5,outstanding
"6,894",2.0682044975,8,5,0,3,top_5,outstanding
"6,896",3.861517667,4,14,2,11,top_10_15,outstanding
"6,898",0.6931471806,1,0,1,2,ordinary,ordinary
"6,899",0.6931471806,1,1,2,0,ordinary,ordinary
"6,906",6.8980079277,23,16,12,26,top_5,outstanding
"6,908",0,0,1,0,0,ordinary,ordinary
"6,909",7.2427010305,19,41,62,39,top_5,outstanding
"6,910",6.4356289951,21,22,11,14,top_5,outstanding
"6,911",1.5922140594,0,7,6,4,top_5_10,outstanding
"6,912",0,2,0,3,0,top_5_10,outstanding
"6,913",5.8816278269,13,17,18,8,top_5,outstanding
"6,915",1.3862943611,0,0,2,2,ordinary,ordinary
"6,917",0.6931471806,1,2,0,1,ordinary,ordinary
"6,918",11.2749024529,95,80,114,117,top_5,outstanding
"6,920",4.1143038584,2,3,5,10,ordinary,ordinary
"6,921",0.6931471806,0,0,4,0,top_10_15,outstanding
"6,922",0,1,0,1,1,top_10_15,outstanding
"6,924",0.6365141683,3,2,1,3,top_10_15,outstanding
"6,925",9.4126086795,57,45,77,46,top_5,outstanding
"6,926",8.6477997936,37,18,52,28,top_5,outstanding
"6,930",0.6931471806,7,4,4,2,ordinary,ordinary
"6,932",1.0986122887,5,7,15,0,top_5_10,outstanding
"6,933",1.4894588207,0,1,7,10,top_10_15,outstanding
"6,936",0.6931471806,2,0,4,1,ordinary,ordinary
"6,937",1.1935496041,1,2,1,5,top_5_10,outstanding
"6,938",5.76282049,11,6,9,6,top_5,outstanding
"6,939",0,0,0,1,0,ordinary,ordinary
"6,945",0.6931471806,4,2,1,1,top_10_15,outstanding
"6,947",0.6931471806,0,2,1,0,ordinary,ordinary
"6,949",1.8140975732,3,1,2,11,top_10_15,outstanding
"6,950",7.9138507506,20,11,20,15,top_5,outstanding
"6,951",0,1,0,0,1,ordinary,ordinary
"6,952",0,2,2,0,2,ordinary,ordinary
"6,962",5.4510195172,6,8,3,10,top_5,outstanding
"6,963",6.036119081,15,4,9,19,top_5,outstanding
"6,968",5.6113044496,7,15,9,22,top_5,outstanding
"6,969",0,2,0,0,2,ordinary,ordinary
"6,970",0,1,1,0,1,ordinary,ordinary
"6,972",0.6931471806,2,0,0,0,ordinary,ordinary
"6,977",0,1,1,1,0,ordinary,ordinary
"6,978",0,2,0,0,2,ordinary,ordinary
"6,980",1.2790997989,11,4,2,1,ordinary,ordinary
"6,981",0,2,2,2,0,top_5,outstanding
"6,983",4.6683200767,2,5,7,7,top_5_10,outstanding
"6,985",0.6172417697,13,9,9,2,top_5,outstanding
"6,986",0,0,0,1,1,top_10_15,outstanding
"6,989",10.6598708607,118,93,116,124,top_5,outstanding
"6,990",1.3760552853,7,4,6,0,top_10_15,outstanding
"6,992",0.6931471806,0,0,4,0,ordinary,ordinary
"6,994",0.6931471806,0,0,2,0,ordinary,ordinary
"6,995",0,1,1,2,0,top_10_15,outstanding
"6,996",0,0,4,4,4,top_10_15,outstanding
"6,998",0.6931471806,0,0,2,4,ordinary,ordinary
"6,999",0,1,0,0,0,ordinary,ordinary
"7,001",1.1246702892,0,0,4,4,top_10_15,outstanding
"7,002",0.6931471806,0,0,2,1,ordinary,ordinary
"7,003",0.6931471806,1,0,2,0,ordinary,ordinary
"7,005",0,8,4,0,4,top_5_10,outstanding
"7,006",0,1,0,0,0,ordinary,ordinary
"7,008",1.7917594692,2,2,9,3,top_5_10,outstanding
"7,012",1.2554823252,0,1,4,2,top_10_15,outstanding
"7,014",0,1,0,0,1,ordinary,ordinary
"7,017",2.5888942684,6,1,3,4,ordinary,ordinary
"7,018",0,0,1,0,0,ordinary,ordinary
"7,019",8.0132600514,24,172,124,77,top_5,outstanding
"7,020",0.6931471806,0,4,0,0,ordinary,ordinary
"7,021",1.2513443831,11,8,4,3,top_5,outstanding
"7,022",0.6931471806,0,1,0,2,ordinary,ordinary
"7,023",1.5732677183,2,3,5,8,ordinary,ordinary
"7,025",4.000187045,6,1,3,28,top_10_15,outstanding
"7,026",0.6931471806,0,0,2,1,ordinary,ordinary
"7,028",3.7375516452,9,2,2,4,top_5_10,outstanding
"7,030",2.2416873084,6,16,7,10,top_5_10,outstanding
"7,032",0,1,0,1,0,ordinary,ordinary
"7,036",3.5018339037,2,6,8,10,top_5_10,outstanding
"7,041",0,0,0,1,0,ordinary,ordinary
"7,043",0,1,1,1,0,top_5_10,outstanding
"7,044",8.3162349526,15,21,10,34,top_5,outstanding
"7,045",0,1,1,1,0,ordinary,ordinary
"7,049",0,1,1,0,0,ordinary,ordinary
"7,052",0,3,3,0,0,top_10_15,outstanding
"7,055",0,0,0,0,1,ordinary,ordinary
"7,056",0.6365141683,0,1,1,3,ordinary,ordinary
"7,057",0,1,0,1,0,ordinary,ordinary
"7,062",0,0,1,0,0,ordinary,ordinary
"7,064",10.2476943389,136,123,185,264,top_5,outstanding
"7,066",0,0,0,0,3,ordinary,ordinary
"7,067",2.0034798604,27,17,5,5,top_5,outstanding
"7,069",2.0253262208,1,5,2,1,ordinary,ordinary
"7,071",2.2108043654,11,5,5,0,top_5,outstanding
"7,074",0.964962923,4,8,0,18,top_10_15,outstanding
"7,077",0.6931471806,0,3,6,0,top_10_15,outstanding
"7,079",0.6931471806,0,3,0,6,ordinary,ordinary
"7,081",0,2,2,0,2,ordinary,ordinary
"7,082",7.9102979475,89,60,76,80,top_5,outstanding
"7,083",2.0228085294,1,3,2,2,ordinary,ordinary
"7,084",3.5437795722,6,10,4,2,top_5_10,outstanding
"7,085",0,1,0,1,0,ordinary,ordinary
"7,087",0.6931471806,0,18,0,0,ordinary,ordinary
"7,089",2.7062873453,0,3,12,14,top_10_15,outstanding
"7,093",0,0,3,0,3,ordinary,ordinary
"7,094",0,2,0,2,0,top_10_15,outstanding
"7,095",0,1,0,0,1,ordinary,ordinary
"7,096",0,0,0,0,1,top_5_10,outstanding
"7,102",10.0398646296,145,129,132,141,top_5,outstanding
"7,104",0,0,0,2,0,ordinary,ordinary
"7,106",1.0986122887,0,0,0,3,ordinary,ordinary
"7,107",0.6931471806,1,6,3,1,top_5_10,outstanding
"7,108",0,1,0,0,1,ordinary,ordinary
"7,111",10.3482328989,61,53,77,51,top_5,outstanding
"7,112",5.9686439222,6,24,13,7,top_5,outstanding
"7,113",0.6931471806,1,1,1,2,ordinary,ordinary
"7,116",2.4849066498,2,2,3,2,ordinary,ordinary
"7,117",4.3279113138,5,1,5,4,top_5_10,outstanding
"7,119",0,0,0,1,0,ordinary,ordinary
"7,120",0.6931471806,1,0,2,0,ordinary,ordinary
"7,123",9.1326567011,48,149,149,151,top_5,outstanding
"7,124",3.7959780435,3,13,7,8,top_10_15,outstanding
"7,125",0,2,0,2,2,ordinary,ordinary
"7,127",1.08219553,0,0,8,2,top_10_15,outstanding
"7,129",2.8053083711,2,10,7,4,top_5,outstanding
"7,130",0,1,1,1,0,ordinary,ordinary
"7,131",0.6931471806,2,0,4,0,top_10_15,outstanding
"7,133",2.4849066498,2,1,4,3,ordinary,ordinary
"7,137",6.8133002396,12,10,7,18,top_5,outstanding
"7,139",1.3296613489,0,2,0,3,top_10_15,outstanding
"7,144",0,0,1,1,0,ordinary,ordinary
"7,146",0.6931471806,2,3,0,1,top_10_15,outstanding
"7,149",1.1988493129,4,1,1,3,ordinary,ordinary
"7,150",0.6931471806,3,3,2,3,top_10_15,outstanding
"7,151",0.6931471806,2,0,1,0,ordinary,ordinary
"7,153",0.6931471806,0,2,4,0,ordinary,ordinary
"7,154",1.9686932085,2,3,5,1,top_10_15,outstanding
"7,156",1.7328679514,4,3,2,2,top_5_10,outstanding
"7,158",8.2264583305,59,53,53,68,top_5,outstanding
"7,159",0,2,0,0,2,ordinary,ordinary
"7,160",0,3,0,3,0,ordinary,ordinary
"7,162",1.0100997594,13,0,0,3,top_5_10,outstanding
"7,164",0,1,1,1,0,ordinary,ordinary
"7,165",1.0986122887,3,0,0,0,ordinary,ordinary
"7,166",1.6020559155,4,1,4,1,top_10_15,outstanding
"7,168",5.6552713502,28,16,12,3,top_5,outstanding
"7,170",0,0,0,1,0,ordinary,ordinary
"7,176",0,0,0,2,0,ordinary,ordinary
"7,182",2.1383330595,2,3,1,4,top_5_10,outstanding
"7,183",0,0,1,1,0,ordinary,ordinary
"7,184",4.7333764219,2,5,5,3,top_5,outstanding
"7,185",0,0,0,1,0,ordinary,ordinary
"7,186",0.6931471806,0,0,2,0,ordinary,ordinary
"7,188",0,0,3,3,0,ordinary,ordinary
"7,193",9.775710869,78,48,94,51,top_5,outstanding
"7,198",11.3490289891,92,118,140,207,top_5,outstanding
"7,199",0,8,0,0,0,ordinary,ordinary
"7,200",6.4083160124,27,11,11,30,top_5,outstanding
"7,201",0.6931471806,5,10,0,0,ordinary,ordinary
"7,202",0.6931471806,2,1,0,0,ordinary,ordinary
"7,204",0.6931471806,0,2,1,0,ordinary,ordinary
"7,206",0,0,1,0,0,ordinary,ordinary
"7,208",2.005436529,1,0,3,9,ordinary,ordinary
"7,210",0,2,2,2,0,top_10_15,outstanding
"7,211",5.5632707496,58,4,29,42,top_5,outstanding
"7,213",0,0,2,0,0,ordinary,ordinary
"7,214",4.1139774956,16,6,46,12,top_5,outstanding
"7,216",6.3943087293,8,25,59,83,top_5,outstanding
"7,217",2.2193472228,6,4,3,7,top_5,outstanding
"7,220",1.9486295057,0,4,6,2,ordinary,ordinary
"7,221",3.0626081247,9,0,3,7,top_5_10,outstanding
"7,223",0,0,0,1,0,ordinary,ordinary
"7,225",1.3862943611,2,2,1,1,top_5_10,outstanding
"7,226",0,5,5,0,2,top_10_15,outstanding
"7,227",0,0,0,1,1,ordinary,ordinary
"7,228",0.6931471806,2,0,2,0,top_5_10,outstanding
"7,229",0,0,1,0,1,ordinary,ordinary
"7,230",3.6390226979,4,4,8,1,top_5,outstanding
"7,231",4.5215860725,8,1,6,7,top_10_15,outstanding
"7,232",7.8056139877,169,105,159,159,top_5,outstanding
"7,233",1.2770342595,3,1,0,7,top_10_15,outstanding
"7,234",0.6931471806,2,1,0,0,top_10_15,outstanding
"7,235",0,0,1,1,1,top_10_15,outstanding
"7,238",6.3216779673,7,9,16,10,top_5,outstanding
"7,239",1.2914167691,0,2,10,7,top_10_15,outstanding
"7,240",2.2434743758,41,6,1,2,top_5_10,outstanding
"7,241",6.4165233683,7,32,42,28,top_5_10,outstanding
"7,243",0.6931471806,0,4,0,2,top_5_10,outstanding
"7,248",0,0,1,0,1,ordinary,ordinary
"7,249",0,0,1,0,1,ordinary,ordinary
"7,251",0,0,2,2,2,ordinary,ordinary
"7,252",0,2,0,1,0,top_10_15,outstanding
"7,253",1.7328679514,1,2,2,4,ordinary,ordinary
"7,254",1.1988493129,5,3,8,0,top_5_10,outstanding
"7,256",0,0,0,1,0,ordinary,ordinary
"7,257",0.6931471806,2,0,4,0,ordinary,ordinary
"7,260",1.1174899594,2,18,5,0,top_5_10,outstanding
"7,261",2.1391441115,2,9,2,10,top_5_10,outstanding
"7,262",0,0,1,0,1,top_5_10,outstanding
"7,263",3.4679944084,3,2,4,3,top_5,outstanding
"7,267",0,0,0,0,1,top_10_15,outstanding
"7,270",0,0,1,0,0,top_5_10,outstanding
"7,272",0,1,1,0,0,ordinary,ordinary
"7,273",0,0,1,0,1,ordinary,ordinary
"7,274",2.0051907072,10,9,5,5,top_5,outstanding
"7,275",0,3,3,3,0,top_10_15,outstanding
"7,277",2.3175423417,4,0,5,8,top_5_10,outstanding
"7,278",3.5137485373,5,1,37,16,top_5_10,outstanding
"7,281",0,0,0,1,0,ordinary,ordinary
"7,282",0,2,0,0,0,top_5_10,outstanding
"7,284",0,1,0,1,1,ordinary,ordinary
"7,287",0,0,1,0,0,ordinary,ordinary
"7,289",0,0,0,1,0,ordinary,ordinary
"7,293",0.6931471806,4,0,2,0,top_10_15,outstanding
"7,296",0,0,1,1,0,ordinary,ordinary
"7,297",3.4997088381,1,14,16,3,top_5,outstanding
"7,298",0,1,0,1,1,ordinary,ordinary
"7,299",0.6931471806,0,0,2,1,top_10_15,outstanding
"7,301",4.4205761682,14,17,15,4,top_5,outstanding
"7,302",0.6931471806,2,0,1,0,ordinary,ordinary
"7,304",1.7480673485,0,2,0,5,ordinary,ordinary
"7,305",8.504120958,28,33,20,65,top_5,outstanding
"7,306",1.0986122887,0,0,3,0,ordinary,ordinary
"7,307",0,1,0,0,0,ordinary,ordinary
"7,308",0.6931471806,0,1,0,2,ordinary,ordinary
"7,311",0.6931471806,0,0,0,2,ordinary,ordinary
"7,313",1.8866967847,0,2,8,5,top_5,outstanding
"7,314",1.3296613489,0,1,4,3,top_10_15,outstanding
"7,316",2.0228085294,1,3,2,2,ordinary,ordinary
"7,318",5.046395873,15,22,26,6,top_5,outstanding
"7,320",0.6931471806,0,1,2,0,ordinary,ordinary
"7,323",0,0,3,0,3,ordinary,ordinary
"7,325",4.4416585151,12,20,22,18,top_5,outstanding
"7,326",0.6931471806,0,1,2,0,ordinary,ordinary
"7,328",0,0,0,4,4,ordinary,ordinary
"7,330",0.6615632382,0,4,8,1,top_10_15,outstanding
"7,331",0,0,1,0,0,ordinary,ordinary
"7,332",0.6931471806,2,0,1,0,ordinary,ordinary
"7,333",6.2311549869,6,20,19,26,top_5,outstanding
"7,335",1.7917594692,3,2,0,1,top_5_10,outstanding
"7,336",0.6931471806,3,0,0,6,ordinary,ordinary
"7,337",2.7524532087,5,0,4,4,top_5_10,outstanding
"7,338",4.1266312221,3,4,3,7,top_5_10,outstanding
"7,339",0,0,0,0,1,ordinary,ordinary
"7,340",3.5268859262,3,3,2,3,top_10_15,outstanding
"7,343",0,3,3,0,0,ordinary,ordinary
"7,344",2.1972245773,1,3,3,1,ordinary,ordinary
"7,345",2.0488828279,1,1,3,5,top_10_15,outstanding
"7,346",0,0,2,0,0,ordinary,ordinary
"7,347",0,0,0,1,0,ordinary,ordinary
"7,351",3.7604526777,2,3,5,3,top_5_10,outstanding
"7,357",0,0,3,3,3,ordinary,ordinary
"7,359",0.6365141683,3,1,1,1,top_10_15,outstanding
"7,361",2.8098755718,1,10,3,12,top_5_10,outstanding
"7,369",2.4849066498,4,0,0,3,ordinary,ordinary
"7,370",0.6931471806,1,2,0,0,ordinary,ordinary
"7,372",0.6931471806,0,0,10,0,ordinary,ordinary
"7,373",0.6931471806,0,3,0,6,ordinary,ordinary
"7,374",10.2930045275,152,121,136,151,top_5,outstanding
"7,376",0,1,1,0,0,ordinary,ordinary
"7,377",0,0,1,1,0,ordinary,ordinary
"7,378",4.6836655565,10,5,9,5,top_10_15,outstanding
"7,379",1.0986122887,0,6,0,0,ordinary,ordinary
"7,380",1.8325261515,9,4,6,4,top_10_15,outstanding
"7,382",1.3296613489,3,2,0,0,ordinary,ordinary
"7,384",0,3,5,3,5,top_10_15,outstanding
"7,386",4.6135300758,20,9,6,12,top_5,outstanding
"7,387",0,0,3,3,0,ordinary,ordinary
"7,388",3.8264038726,2,11,3,4,top_5_10,outstanding
"7,389",1.9723469163,8,1,9,0,ordinary,ordinary
"7,390",0.6931471806,0,0,2,4,ordinary,ordinary
"7,391",5.574550251,6,11,5,6,ordinary,ordinary
"7,392",1.7328679514,1,4,1,4,top_5,outstanding
"7,398",6.8404413114,9,9,18,25,top_5,outstanding
"7,402",0,1,0,1,1,ordinary,ordinary
"7,403",2.995360602,7,2,10,3,top_5,outstanding
"7,408",0,0,1,0,0,ordinary,ordinary
"7,409",0,0,1,0,5,ordinary,ordinary
"7,410",0,1,0,1,1,ordinary,ordinary
"7,411",0.6931471806,0,2,1,0,ordinary,ordinary
"7,412",0.6931471806,0,3,2,0,ordinary,ordinary
"7,413",0.6931471806,1,2,1,2,top_10_15,outstanding
"7,415",2.5878637745,1,3,3,21,top_5_10,outstanding
"7,416",10.5318627154,76,54,92,105,top_5,outstanding
"7,419",4.2084961952,6,3,6,6,top_5,outstanding
"7,421",0.6931471806,0,2,0,1,ordinary,ordinary
"7,422",0.5982695886,3,8,7,7,top_5_10,outstanding
"7,425",0,0,2,0,2,ordinary,ordinary
"7,429",6.3141188131,15,2,11,20,top_5,outstanding
"7,430",1.0986122887,0,0,3,1,ordinary,ordinary
"7,434",1.7917594692,4,0,2,6,ordinary,ordinary
"7,435",11.3252652899,201,166,264,270,top_5,outstanding
"7,437",0.6931471806,0,0,0,6,ordinary,ordinary
"7,439",7.1254798185,32,24,42,38,top_5,outstanding
"7,440",0.6931471806,4,0,0,2,ordinary,ordinary
"7,442",0,0,0,1,1,ordinary,ordinary
"7,443",2.4012218777,25,5,11,9,top_5_10,outstanding
"7,444",2.6539348802,5,1,5,3,top_5_10,outstanding
"7,445",1.3862943611,3,2,2,1,top_5_10,outstanding
"7,446",6.6884902924,5,9,18,31,top_5,outstanding
"7,447",1.0986122887,0,3,0,1,top_5_10,outstanding
"7,448",0.6931471806,2,0,0,1,ordinary,ordinary
"7,449",2.0493157482,2,8,0,9,ordinary,ordinary
"7,451",0,1,1,0,1,ordinary,ordinary
"7,453",1.3862943611,12,0,2,1,ordinary,ordinary
"7,454",7.9926030481,31,10,32,24,top_5,outstanding
"7,455",1.3862943611,2,1,2,1,ordinary,ordinary
"7,457",0,0,0,0,2,ordinary,ordinary
"7,458",0.8675632285,6,0,3,0,ordinary,ordinary
"7,459",0,1,0,0,1,ordinary,ordinary
"7,460",0.6931471806,0,0,1,2,ordinary,ordinary
"7,461",2.3845815168,0,5,2,3,ordinary,ordinary
"7,462",0.6365141683,9,0,8,0,top_5_10,outstanding
"7,463",4.8615826578,3,5,5,6,top_5_10,outstanding
"7,465",0,0,1,0,0,ordinary,ordinary
"7,466",2.3852288448,17,0,12,12,top_5_10,outstanding
"7,467",4.0176633887,12,6,8,4,ordinary,ordinary
"7,469",0.6931471806,2,0,0,2,ordinary,ordinary
"7,470",5.4578316584,16,32,10,7,top_10_15,outstanding
"7,471",0,0,0,2,2,ordinary,ordinary
"7,472",0,1,0,1,0,ordinary,ordinary
"7,473",0.6931471806,3,0,0,6,ordinary,ordinary
"7,475",8.0473959237,16,14,21,27,top_5,outstanding
"7,484",0.6931471806,0,6,0,10,ordinary,ordinary
"7,485",0,1,1,0,1,ordinary,ordinary
"7,487",5.1380933172,9,4,2,7,top_5,outstanding
"7,489",3.8472496714,10,5,22,16,top_5_10,outstanding
"7,490",5.0347762797,2,4,6,11,top_10_15,outstanding
"7,491",0.6931471806,1,2,0,0,ordinary,ordinary
"7,495",0.6829081047,7,0,0,3,top_5,outstanding
"7,496",0.6931471806,0,4,2,0,top_10_15,outstanding
"7,498",0.6931471806,0,0,4,8,ordinary,ordinary
"7,503",0.5623351446,3,0,4,3,top_5_10,outstanding
"7,505",2.7877881194,10,3,5,8,top_5_10,outstanding
"7,506",0,0,0,5,0,ordinary,ordinary
"7,507",0,0,0,2,2,ordinary,ordinary
"7,508",0,0,1,1,0,ordinary,ordinary
"7,509",0,1,4,0,1,ordinary,ordinary
"7,511",1.7917594692,2,2,9,1,ordinary,ordinary
"7,518",0,1,0,1,1,ordinary,ordinary
"7,520",0.6931471806,2,0,1,0,ordinary,ordinary
"7,521",0.6931471806,0,0,2,0,ordinary,ordinary
"7,522",0.6931471806,1,0,0,2,ordinary,ordinary
"7,523",0,0,0,1,1,ordinary,ordinary
"7,524",0,0,0,2,0,ordinary,ordinary
"7,528",0,1,1,0,0,ordinary,ordinary
"7,529",2.3845815168,3,5,1,2,ordinary,ordinary
"7,530",0,1,1,0,0,ordinary,ordinary
"7,531",0.6931471806,0,2,0,0,ordinary,ordinary
"7,532",1.7480673485,0,2,5,1,ordinary,ordinary
"7,533",0,1,0,1,0,ordinary,ordinary
"7,536",0,1,0,1,0,ordinary,ordinary
"7,537",1.0986122887,3,0,0,0,ordinary,ordinary
"7,538",0,14,0,16,0,ordinary,ordinary
"7,539",1.735126457,0,3,3,1,ordinary,ordinary
"7,540",0.6931471806,4,0,0,2,ordinary,ordinary
"7,542",6.1557792414,4,5,6,7,ordinary,ordinary
"7,543",0,0,1,1,2,top_5_10,outstanding
"7,545",0.6931471806,2,0,4,0,ordinary,ordinary
"7,546",0.5623351446,2,4,0,1,ordinary,ordinary
"7,549",0.6931471806,0,2,4,0,ordinary,ordinary
"7,550",0.6931471806,3,0,2,4,top_10_15,outstanding
"7,554",0,0,1,1,0,ordinary,ordinary
"7,555",0.6931471806,2,1,1,0,top_5,outstanding
"7,556",1.7480673485,2,5,2,0,top_5_10,outstanding
"7,557",0,0,0,3,0,ordinary,ordinary
"7,558",2.4157919867,21,10,6,14,top_5_10,outstanding
"7,559",0.6931471806,0,0,4,0,ordinary,ordinary
"7,561",0,1,0,1,1,ordinary,ordinary
"7,562",0,2,2,0,0,ordinary,ordinary
"7,563",0,1,1,1,0,ordinary,ordinary
"7,564",1.8866967847,4,5,4,2,top_5_10,outstanding
"7,565",12.7371046938,631,685,981,"1,115",top_5,outstanding
"7,568",1.0114042647,2,0,6,0,ordinary,ordinary
"7,569",0,2,6,0,0,ordinary,ordinary
"7,570",2.6208421771,6,2,5,1,top_5_10,outstanding
"7,571",0,1,0,0,1,ordinary,ordinary
"7,572",0.6931471806,0,2,4,0,ordinary,ordinary
"7,573",2.9342349557,4,0,5,4,top_5,outstanding
"7,574",3.1910828306,4,4,6,4,top_10_15,outstanding
"7,576",0.6931471806,4,2,1,0,ordinary,ordinary
